co_id,ticker_full,name,board,commodities,listing_date,status,covers_listing,first_price_date,last_price_date,trading_days,milestones_filled,consolidated,split_factor,n_splits,div_total,vol_base,mcap_30jun2026,px_base,px_d7,px_d30,px_d90,px_d180,px_d365,px_d730,px_d1095,px_d1825,px_d2555,px_d3650,px_d5475,px_latest,ret_d7,ret_d30,ret_d90,ret_d180,ret_d365,ret_d730,ret_d1095,ret_d1825,ret_d2555,ret_d3650,ret_d5475,ret_latest
V-04035,BEX.V,Benton Resources Inc.,TSXV,Gold | Copper,2012-08-01,no price near listing,False,2012-12-31,2026-08-25,3426.0,7.0,False,1.0,0.0,0.0,,23623094.25,,,,,0.08,0.06,0.065,0.035,0.07,0.06,0.12,,0.085,,,,,,,,,,,,
V-04048,BZ.V,Benz Mining Corp.,TSXV,Gold,2013-04-12,no price near listing,False,2018-01-02,2026-08-25,2171.0,3.0,False,1.0,0.0,0.0,,798350257.6,,,,,,,,,0.13,0.08,0.365,,4.05,,,,,,,,,,,,
V-02605,BST.V,Bessor Minerals Inc.,TSXV,Gold | Copper | Zinc,2007-09-20,no price near listing,False,2007-12-21,2026-08-24,4684.0,9.0,True,0.1,1.0,0.0,,938568.69,,,,1.1,1.2,1.0,0.4,1.6,0.6,0.1,0.2,0.08,0.02,,,,,,,,,,,,
V-00459,BEAR.V,Big Bear Gold Corp.,TSXV,Gold,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,3023236.395,,,,,,,,,,,,,0.085,,,,,,,,,,,,
V-00089,BRAU.V,Big Ridge Gold Corp.,TSXV,Gold,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,132450505.2,,,,,,,,,,,,,0.53,,,,,,,,,,,,
V-02009,BIGT.V,Big Tree Carbon Inc.,TSXV,Gold,,no listing date,,2007-10-25,2026-08-24,4725.0,,,,,,,2386397.12,,,,,,,,,,,,,0.01,,,,,,,,,,,,
V-00247,BTT.V,Bitterroot Resources Ltd.,TSXV,Gold | Silver | Copper | Nickel | Platinum/PGM,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,4436724.46,,,,,,,,,,,,,0.05,,,,,,,,,,,,
V-02234,BMM.V,Black Mammoth Metals Corporation,TSXV,Gold | Silver,2005-12-14,ok,True,2005-12-15,2026-08-25,5193.0,11.0,True,0.025,2.0,0.0,217.0,184712515.13,7.28,6.8,6.4,6.8,8.4,16.0,10.4,0.4,4.4,0.4,0.08,0.13,4.05,-0.0659,-0.1209,-0.0659,0.1538,1.1978,0.4286,-0.9451,-0.3956,-0.9451,-0.989,-0.9821,-0.4437
V-03705,BARK.V,Black Spruce Exploration Inc.,TSXV,Oil and Gas | Lithium,2013-02-04,ok,True,2011-05-24,2026-08-25,3829.0,10.0,True,0.3333,1.0,0.0,0.0,1381518.55,0.315,0.315,0.27,0.09,0.075,0.105,0.3,0.165,0.3,0.165,1.5,,0.045,0.0,-0.1429,-0.7143,-0.7619,-0.6667,-0.0476,-0.4762,-0.0476,-0.4762,3.7619,,-0.8571
V-00075,BRC.V,Blackrock Silver Corp.,TSXV,Gold | Silver | Lithium,2003-12-23,ok,True,2000-07-20,2026-08-25,6553.0,11.0,False,1.0,0.0,0.0,0.0,333998595.69,0.15,0.15,0.12,0.2,0.23,0.43,0.31,0.53,0.66,0.4,0.22,0.04,1.34,0.0,-0.2,0.3333,0.5333,1.8667,1.0667,2.5333,3.4,1.6667,0.4667,-0.7333,7.9333
V-03810,BAG.V,Blende Silver Corp.,TSXV,Silver | Lead | Zinc,2011-07-05,no price near listing,False,2012-08-02,2026-08-25,3528.0,6.0,True,0.1,1.0,0.0,,11715721.2,,,,,,,0.2,0.1,0.065,0.1,0.11,0.19,0.195,,,,,,,,,,,,
V-5105,JAY.V,Blue Jay Gold Corp.,TSXV,Gold,2026-06-04,ok,True,2026-06-10,2026-08-25,53.0,2.0,False,1.0,0.0,0.0,109017.0,34711670.82,0.734,0.75,0.69,,,,,,,,,,0.76,0.0218,-0.0599,,,,,,,,,,0.0354
V-02541,MOON.V,Blue Moon Metals Inc.,TSXV,Copper | Zinc,2007-06-07,no price near listing,False,2007-10-25,2026-08-25,4726.0,8.0,True,0.01,2.0,0.0,,898767009.0,,,,,23.0,20.0,3.0,9.0,3.0,4.0,6.0,3.0,8.0,,,,,,,,,,,,
V-02320,BSK.V,Blue Sky Uranium Corp.,TSXV,Uranium,2007-02-07,ok,True,2007-02-08,2026-08-25,4905.0,11.0,True,0.01,2.0,0.0,237.0,21711558.3,103.4,116.0,128.0,125.0,63.0,42.0,5.0,65.0,6.0,0.6,0.28,0.19,0.055,0.1219,0.2379,0.2089,-0.3907,-0.5938,-0.9516,-0.3714,-0.942,-0.9942,-0.9973,-0.9982,-0.9995
V-03118,BAU.V,Blue Star Gold Corp.,TSXV,Gold,2010-04-20,ok,True,2010-04-22,2026-08-25,4099.0,11.0,True,0.05,2.0,0.0,11138.0,36288859.95,3.72,3.8,3.0,2.6,2.7,3.0,2.1,0.5,0.7,0.7,0.45,0.1,0.21,0.0215,-0.1935,-0.3011,-0.2742,-0.1935,-0.4355,-0.8656,-0.8118,-0.8118,-0.879,-0.9731,-0.9435
V-02871,BOCA.V,Bocana Resources Corp.,TSXV,Gold | Copper,2023-01-05,ok,True,2010-05-07,2026-08-24,4087.0,7.0,True,0.592,1.0,0.0,53840.0,7733419.575,0.09,0.07,0.06,0.04,0.03,0.03,0.01,0.23,,,,,0.08,-0.2222,-0.3333,-0.5556,-0.6667,-0.6667,-0.8889,1.5556,,,,,-0.1111
V-02621,BOL.V,Bold Ventures Inc.,TSXV,Gold | Silver | Copper | Nickel | Molybdenum | Platinum/PGM | Lead | Zinc,2007-10-29,ok,True,2007-11-02,2026-08-25,4720.0,11.0,True,0.2,1.0,0.0,1680.0,8961038.725,1.5,1.5,1.25,1.35,1.8,0.85,0.5,1.75,0.5,0.2,0.15,0.1,0.065,0.0,-0.1667,-0.1,0.2,-0.4333,-0.6667,0.1667,-0.6667,-0.8667,-0.9,-0.9333,-0.9567
V-04354,BNZ.V,Bonanza Mining Corporation,TSXV,Gold,2021-03-29,no price near listing,False,2021-08-05,2026-08-24,1268.0,5.0,True,0.3333,1.0,0.0,,1543884.29,,,,,0.15,0.15,0.03,0.03,0.085,,,,0.075,,,,,,,,,,,,
V-02955,BTR.V,Bonterra Resources Inc.,TSXV,Gold,2009-02-04,no price near listing,False,2009-03-11,2026-08-25,4381.0,10.0,True,0.005,2.0,0.0,,37221272.9,,,29.0,70.0,120.0,38.0,90.0,36.0,2.0,2.15,2.5,0.24,0.13,,,,,,,,,,,,
V-05020,BOGO.V,Borealis Mining Company Limited,TSXV,Gold,2024-08-07,ok,True,2024-08-07,2026-08-25,515.0,6.0,False,1.0,0.0,0.0,282880.0,128405237.49,0.64,0.63,0.77,0.79,0.62,0.75,0.925,,,,,,1.09,-0.0156,0.2031,0.2344,-0.0312,0.1719,0.4453,,,,,,0.7031
V-00648,BONE.V,Boron One Holdings Inc.,TSXV,,,no listing date,,1996-07-31,2026-08-25,7554.0,,,,,,,12539349.27,,,,,,,,,,,,,0.035,,,,,,,,,,,,
V-04541,BPAG.V,BP Silver Corp.,TSXV,Silver,2025-09-29,ok,True,2025-09-29,2026-08-25,228.0,4.0,True,0.75,1.0,0.0,421747.0,57890211.98,0.391,0.455,0.45,0.58,0.93,,,,,,,,1.08,0.1637,0.1509,0.4834,1.3785,,,,,,,,1.7621
V-01266,BEM.V,Brasnova Energy Materials Inc.,TSXV,,2007-02-28,ok,True,2007-02-28,2026-08-24,4890.0,11.0,True,0.0625,2.0,0.0,1430.0,3260618.41,7.776,7.04,7.2,11.2,6.4,2.56,0.32,1.12,0.48,0.16,0.56,0.48,0.1,-0.0947,-0.0741,0.4403,-0.177,-0.6708,-0.9588,-0.856,-0.9383,-0.9794,-0.928,-0.9383,-0.9871
V-03121,BVA.V,Bravada Gold Corporation,TSXV,Gold | Zinc,2010-05-04,ok,True,2010-05-05,2026-08-25,4092.0,11.0,True,0.0125,2.0,0.0,1302.0,23346647.01,15.68,12.8,16.0,14.4,8.4,8.4,4.8,2.4,0.32,1.84,0.72,0.24,1.14,-0.1837,0.0204,-0.0816,-0.4643,-0.4643,-0.6939,-0.8469,-0.9796,-0.8827,-0.9541,-0.9847,-0.9273
V-04905,BRVO.V,Bravo Mining Corp.,TSXV,Gold | Nickel | Platinum/PGM,2022-07-21,ok,True,2022-07-25,2026-08-25,1026.0,7.0,False,1.0,0.0,0.0,11620.0,400200564.96,1.702,1.7,1.78,1.69,2.17,4.95,3.3,3.5,,,,,3.52,-0.0012,0.0458,-0.0071,0.275,1.9083,0.9389,1.0564,,,,,1.0682
V-02886,BBB.V,Brixton Metals Corporation,TSXV,Gold | Silver | Copper,2010-12-07,ok,True,2008-08-08,2026-08-25,4527.0,11.0,True,0.01,2.0,0.0,513.0,46748934.54,32.0,32.0,25.0,26.0,16.5,6.0,16.0,8.0,0.7,2.7,2.95,0.65,0.66,0.0,-0.2188,-0.1875,-0.4844,-0.8125,-0.5,-0.75,-0.9781,-0.9156,-0.9078,-0.9797,-0.9794
V-01816,BRON.V,Bronco Resources Corp.,TSXV,Gold,,no listing date,,1996-04-16,2026-08-24,7707.0,,,,,,,1618731.765,,,,,,,,,,,,,0.055,,,,,,,,,,,,
V-02235,BRW.V,Brunswick Exploration Inc.,TSXV,Lithium,2007-06-29,no price near listing,False,2007-10-25,2026-08-25,4726.0,8.0,False,1.0,0.0,0.0,,39534898.34,,,,,0.31,0.18,0.19,0.19,0.05,0.43,0.37,0.27,0.17,,,,,,,,,,,,
V-03022,BTU.V,BTU Metals Corp.,TSXV,Gold,2017-06-20,ok,True,2010-01-13,2026-08-25,4170.0,9.0,False,1.0,0.0,0.0,60232.0,9778230.77,0.132,0.11,0.185,0.17,0.1,0.05,0.15,0.34,0.035,0.03,,,0.045,-0.1667,0.4015,0.2879,-0.2424,-0.6212,0.1364,1.5758,-0.7348,-0.7727,,,-0.6591
V-5088,BUFF.V,Buffalo Potash Corporation,TSXV,Potash,2026-01-06,ok,True,2026-01-06,2026-08-25,161.0,4.0,False,1.0,0.0,0.0,26483.0,39543523.43,0.394,0.43,0.34,0.67,0.55,,,,,,,,0.78,0.0914,-0.1371,0.7005,0.3959,,,,,,,,0.9797
V-04879,ZLTO.V,Bulgold Inc.,TSXV,Gold,2023-03-27,ok,True,2022-04-28,2026-08-25,1086.0,7.0,True,0.3333,1.0,0.0,4830.0,3994430.715,0.246,0.15,0.3,0.3,0.16,0.085,0.05,0.06,,,,,0.04,-0.3902,0.2195,0.2195,-0.3496,-0.6545,-0.7967,-0.7561,,,,,-0.8374
V-04804,FROG.V,Bullfrog Gold Corporation,TSXV,,2024-03-12,ok,True,2024-03-12,2026-08-25,617.0,6.0,False,1.0,0.0,0.0,51599.0,8394490.1,0.205,0.18,0.17,0.16,0.065,0.13,0.065,,,,,,0.15,-0.122,-0.1707,-0.2195,-0.6829,-0.3659,-0.6829,,,,,,-0.2683
V-02260,BGD.V,Bullion Gold Discoveries Corp.,TSXV,Gold,2008-05-21,no price near listing,False,2012-01-03,2026-08-25,3676.0,4.0,True,0.1,1.0,0.0,,8092945.6,,,,,,,,,0.25,0.1,0.4,0.03,0.075,,,,,,,,,,,,
V-04113,BWR.V,BWR Exploration Inc.,TSXV,Gold | Zinc,2013-04-04,ok,True,2013-04-05,2026-08-24,3359.0,10.0,False,1.0,0.0,0.0,6600.0,1105104.61,0.15,0.15,0.15,0.1,0.13,0.09,0.02,0.02,0.06,0.025,0.04,,0.01,0.0,0.0,-0.3333,-0.1333,-0.4,-0.8667,-0.8667,-0.6,-0.8333,-0.7333,,-0.9333
V-03842,CCCM.V,C3 Metals Inc.,TSXV,Copper,2015-07-07,ok,True,2012-01-03,2026-08-25,3676.0,10.0,True,0.0077,2.0,0.0,0.0,98975036.24,0.234,0.13,1.95,1.43,0.65,1.755,1.3,0.78,0.78,0.585,0.75,,0.74,-0.4444,7.3333,5.1111,1.7778,6.5,4.5556,2.3333,2.3333,1.5,2.2051,,2.1624
V-04244,CBR.V,Cabral Gold Inc.,TSXV,Gold,2017-11-02,ok,True,2015-03-12,2026-08-25,2875.0,9.0,True,0.2,1.0,0.0,2600.0,288110579.04,0.5,0.465,0.36,0.31,0.33,0.26,0.145,0.51,0.205,0.31,,,1.41,-0.07,-0.28,-0.38,-0.34,-0.48,-0.71,0.02,-0.59,-0.38,,,1.82
V-5077,CAMB.V,Cambria Gold Mines Inc.,TSXV,,2025-10-14,ok,True,1996-08-08,2026-08-25,7549.0,4.0,True,0.02,1.0,0.0,14646.0,312864305.39,3.1,3.0,2.0,0.9,1.44,,,,,,,,1.05,-0.0323,-0.3548,-0.7097,-0.5355,,,,,,,,-0.6613
V-03108,COR.V,Camino Minerals Corporation,TSXV,Gold | Copper,2010-04-22,ok,True,2010-04-22,2026-08-25,4099.0,11.0,True,0.0167,2.0,0.0,99809.0,39277201.48,18.84,20.4,16.2,15.6,24.0,21.0,6.6,4.2,1.14,10.98,0.9,0.23,0.4,0.0828,-0.1401,-0.172,0.2739,0.1146,-0.6497,-0.7771,-0.9395,-0.4172,-0.9522,-0.9878,-0.9788
V-02047,CCB.V,Canada Carbon Inc.,TSXV,,,no listing date,,1996-08-08,2026-08-24,7548.0,,,,,,,1211407.56,,,,,,,,,,,,,0.01,,,,,,,,,,,,
V-04626,CNC.V,Canada Nickel Company Inc.,TSXV,Nickel,2020-02-27,ok,True,2020-02-27,2026-08-25,1630.0,8.0,False,1.0,0.0,0.0,34140.0,332666208.16,0.686,0.61,0.46,1.2,2.0,3.5,3.14,1.69,0.74,,,,1.51,-0.1108,-0.3294,0.7493,1.9155,4.102,3.5773,1.4636,0.0787,,,,1.2012
V-00115,CONE.V,Canada One Mining Corp.,TSXV,Gold | Copper,,no listing date,,1996-08-08,2026-08-24,7625.0,,,,,,,2978741.09,,,,,,,,,,,,,0.06,,,,,,,,,,,,
V-00801,LL.V,Canada Rare Earth Corp.,TSXV,Rare Earths,,no listing date,,2007-10-25,2026-08-24,4725.0,,,,,,,4231753.92,,,,,,,,,,,,,0.02,,,,,,,,,,,,
V-03698,CCMI.V,Canadian Critical Minerals Inc.,TSXV,Gold | Silver | Copper,2010-12-29,ok,True,2010-12-29,2026-08-25,3927.0,11.0,True,0.1,1.0,0.0,21190.0,8441986.925,1.71,2.0,2.1,1.75,0.9,1.65,1.45,0.4,0.02,0.075,0.14,0.035,0.035,0.1696,0.2281,0.0234,-0.4737,-0.0351,-0.152,-0.7661,-0.9883,-0.9561,-0.9181,-0.9795,-0.9795
V-02390,CAN.V,Canadian Gold Resources Ltd.,TSXV,Gold,2024-12-12,ok,True,2024-12-12,2026-08-25,426.0,5.0,False,1.0,0.0,0.0,47870.0,3840821.32,0.564,0.26,0.21,0.21,0.13,0.18,,,,,,,0.07,-0.539,-0.6277,-0.6277,-0.7695,-0.6809,,,,,,,-0.8759
V-02650,CGM.V,Canadian Goldfields Discovery Corp.,TSXV,Copper,2007-10-19,ok,True,2007-10-19,2026-08-25,4730.0,11.0,True,0.01,2.0,0.0,9140.0,30643321.98,141.8,180.0,193.0,218.0,300.0,50.0,71.0,45.0,73.0,18.0,5.0,0.14,0.205,0.2694,0.3611,0.5374,1.1157,-0.6474,-0.4993,-0.6827,-0.4852,-0.8731,-0.9647,-0.999,-0.9986
V-04867,CNRI.V,Canadian North Resources Inc.,TSXV,Copper | Nickel | Platinum/PGM,2022-04-07,ok,True,2022-04-11,2026-08-25,1098.0,7.0,False,1.0,0.0,0.0,27660.0,20578557.06,2.2,2.45,2.2,2.36,2.6,2.68,1.39,1.0,,,,,0.17,0.1136,0.0,0.0727,0.1818,0.2182,-0.3682,-0.5455,,,,,-0.9227
V-03109,CPS.V,Canadian Premium Sand Inc.,TSXV,,2010-04-05,no price near listing,False,2010-04-22,2026-08-24,4098.0,11.0,True,0.0667,1.0,0.0,,8799579.82,,5.025,3.75,2.7,2.25,2.475,0.6,0.6,0.375,0.6,0.15,0.22,0.08,,,,,,,,,,,,
V-02041,CAF.V,Canaf Investments Inc.,TSXV,Coal,,no listing date,,1998-06-03,2026-08-24,7089.0,,,,,,,15176382.4,,,,,,,,,,,,,0.32,,,,,,,,,,,,
V-00323,CVV.V,Canalaska Uranium Ltd.,TSXV,Uranium,2013-12-30,ok,True,1996-08-08,2026-08-25,7549.0,10.0,False,1.037,1.0,0.0,9498.0,98318451.745,0.1273,0.1254,0.2507,0.1832,0.1639,0.1543,0.1061,0.4339,0.2989,0.4339,0.39,,0.4,-0.0149,0.9694,0.4391,0.2875,0.2121,-0.1665,2.4085,1.348,2.4085,2.0636,,2.1422
V-00339,CLZ.V,Canasil Resources Inc.,TSXV,,,no listing date,,1996-08-08,2026-08-24,7548.0,,,,,,,6232571.2,,,,,,,,,,,,,0.05,,,,,,,,,,,,
V-01406,CANX.V,Canex Metals Inc.,TSXV,Gold | Copper,,no listing date,,1996-07-31,2026-08-25,7554.0,,,,,,,52256965.5,,,,,,,,,,,,,0.3,,,,,,,,,,,,
V-03962,CLV.V,Canoe Mining Ventures Corp.,TSXV,Gold,2013-12-09,no price near listing,False,2014-03-05,2026-08-24,3130.0,8.0,True,0.25,1.0,0.0,,4276837.92,,,,1.16,0.92,0.42,0.14,0.28,0.56,0.15,0.035,,0.12,,,,,,,,,,,,
V-00349,ROX.V,Canstar Resources Inc.,TSXV,Gold,2005-04-08,ok,True,2003-10-09,2026-08-25,5744.0,11.0,True,0.2,1.0,0.0,2520.0,9288694.75,1.45,1.0,1.1,0.85,0.7,1.15,0.75,0.65,0.45,0.7,0.2,0.02,0.06,-0.3103,-0.2414,-0.4138,-0.5172,-0.2069,-0.4828,-0.5517,-0.6897,-0.5172,-0.8621,-0.9862,-0.9586
V-00553,CTM.V,Canterra Minerals Corporation,TSXV,Gold | Silver | Copper | Lead | Zinc,,no listing date,,1999-06-15,2026-08-25,6831.0,,,,,,,57230613.325,,,,,,,,,,,,,0.13,,,,,,,,,,,,
V-00350,CD.V,Cantex Mine Development Corp.,TSXV,Silver | Lead | Zinc,,no listing date,,1996-07-31,2026-08-25,7554.0,,,,,,,33438579.72,,,,,,,,,,,,,0.265,,,,,,,,,,,,
V-03003,CDA.V,Canuc Resources Corporation,TSXV,Gold | Silver,2009-08-27,ok,True,2009-09-03,2026-08-25,4259.0,11.0,True,0.01,2.0,0.0,469.0,29178563.0,18.2,17.0,17.0,15.0,21.0,19.0,19.0,9.0,2.0,2.5,0.4,0.8,0.88,-0.0659,-0.0659,-0.1758,0.1538,0.044,0.044,-0.5055,-0.8901,-0.8626,-0.978,-0.956,-0.9516
V-01326,CMIL.V,Capella Minerals Limited,TSXV,Gold | Copper,2006-01-12,ok,True,1996-08-08,2026-08-25,7546.0,11.0,True,0.0095,3.0,0.0,24.0,4939110.605,32.55,38.85,29.4,39.9,27.3,32.55,26.25,4.2,23.1,5.25,0.75,0.48,0.065,0.1935,-0.0968,0.2258,-0.1613,0.0,-0.1935,-0.871,-0.2903,-0.8387,-0.977,-0.9853,-0.998
V-04653,CAPT.V,Capitan Silver Corp.,TSXV,Gold | Silver,2020-08-21,no price near listing,False,2020-09-10,2026-08-25,1495.0,7.0,False,1.0,0.0,0.0,,225267911.75,,,0.35,0.255,0.285,0.25,0.3,0.135,0.99,,,,2.06,,,,,,,,,,,,
V-02402,CRB.V,Cariboo Rose Resources Ltd.,TSXV,Gold | Copper,2006-12-04,ok,True,2006-12-04,2026-08-25,4950.0,11.0,False,1.0,0.0,0.0,13200.0,2901046.96,0.252,0.2,0.17,0.18,0.22,0.21,0.06,0.19,0.1,0.04,0.11,0.05,0.05,-0.2063,-0.3254,-0.2857,-0.127,-0.1667,-0.7619,-0.246,-0.6032,-0.8413,-0.5635,-0.8016,-0.8016
V-00365,CGD.V,Carlin Gold Corporation,TSXV,Gold | Copper,,no listing date,,2004-07-23,2026-08-25,5545.0,,,,,,,13678606.98,,,,,,,,,,,,,1.33,,,,,,,,,,,,
V-02513,CPI.V,Carlton Precious Inc.,TSXV,Gold,2007-05-08,ok,True,2007-05-08,2026-08-25,4843.0,11.0,True,0.2,1.0,0.0,23508.0,6514788.375,5.81,5.95,4.75,4.3,4.0,2.35,0.15,0.3,0.19,0.05,0.25,0.11,0.115,0.0241,-0.1824,-0.2599,-0.3115,-0.5955,-0.9742,-0.9484,-0.9673,-0.9914,-0.957,-0.9811,-0.9802
V-00390,RUSH.V,Carolina Rush Corporation,TSXV,Gold | Copper,2005-08-12,ok,True,2005-05-31,2026-08-25,5331.0,11.0,True,0.1,1.0,0.0,910.0,9079948.2,4.54,4.5,3.5,3.6,6.1,6.4,2.5,2.8,1.0,0.9,0.2,1.1,0.12,-0.0088,-0.2291,-0.207,0.3436,0.4097,-0.4493,-0.3833,-0.7797,-0.8018,-0.9559,-0.7577,-0.9736
V-02425,ECR.V,Cartier Resources Inc.,TSXV,Gold,2007-06-07,no price near listing,False,2007-10-25,2026-08-25,4726.0,8.0,False,1.0,0.0,0.0,,109309234.3,,,,,0.62,0.5,0.19,0.38,0.21,0.13,0.32,0.14,0.315,,,,,,,,,,,,
V-03883,CASA.V,Casa Minerals Inc.,TSXV,Gold | Molybdenum,2017-12-07,ok,True,2011-11-14,2026-08-25,3709.0,9.0,False,1.0,0.0,0.0,2000.0,6792277.35,0.09,0.09,0.12,0.16,0.14,0.19,0.095,0.17,0.1,0.04,,,0.075,0.0,0.3333,0.7778,0.5556,1.1111,0.0556,0.8889,0.1111,-0.5556,,,-0.1667
V-00370,CCD.V,Cascadero Copper Corporation,TSXV,Copper,,no listing date,,2007-10-25,2026-08-25,4726.0,,,,,,,3001298.74,,,,,,,,,,,,,0.01,,,,,,,,,,,,
V-04968,CAM.V,Cascadia Minerals Ltd.,TSXV,Gold | Copper,2023-07-19,ok,True,2023-07-19,2026-08-25,779.0,7.0,False,1.0,0.0,0.0,130275.0,59615951.73,0.236,0.18,0.185,0.375,0.25,0.37,0.17,0.33,,,,,0.32,-0.2373,-0.2161,0.589,0.0593,0.5678,-0.2797,0.3983,,,,,0.3559
V-03711,GLDC.V,Cassiar Gold Corp.,TSXV,Gold,2011-07-05,no price near listing,False,2014-07-02,2026-08-25,3049.0,5.0,True,0.2,1.0,0.0,,64601058.0,,,,,,,,1.85,1.2,1.0,0.5,0.42,0.475,,,,,,,,,,,,
V-02920,CBLT.V,CBLT Inc.,TSXV,Gold | Copper | Zinc | Lithium,2012-01-16,ok,True,2012-01-16,2026-08-25,3667.0,10.0,False,1.0,0.0,0.0,110800.0,3858853.65,0.16,0.15,0.19,0.13,0.105,0.06,0.04,0.03,0.06,0.025,0.05,,0.05,-0.0625,0.1875,-0.1875,-0.3438,-0.625,-0.75,-0.8125,-0.625,-0.8438,-0.6875,,-0.6875
V-04767,CTG.V,Centenario Gold Corp.,TSXV,,2023-10-31,no price near listing,False,2026-07-17,2026-08-24,26.0,0.0,False,1.0,0.0,0.0,,2126657.94,,,,,,,,,,,,,0.095,,,,,,,,,,,,
V-02535,CIO.V,Central Iron Ore Limited,TSXV,Gold,2007-06-01,no price near listing,False,2007-06-21,2026-08-25,4812.0,10.0,True,0.0333,2.0,0.0,,4222932.18,,,3.9,2.4,2.7,3.9,0.6,0.33,0.15,0.03,0.06,0.15,0.045,,,,,,,,,,,,
V-02420,CTN.V,Centurion Minerals Ltd.,TSXV,Gold,2006-12-22,ok,True,2006-12-22,2026-08-24,4935.0,11.0,True,0.0021,5.0,0.0,74.0,2951301.525,431.9991,431.9991,383.9992,527.999,383.9992,191.9996,16.8,249.5995,153.5997,24.0,6.72,1.12,0.045,0.0,-0.1111,0.2222,-0.1111,-0.5556,-0.9611,-0.4222,-0.6444,-0.9444,-0.9844,-0.9974,-0.9999
V-00515,LCE.V,Century Lithium Corp.,TSXV,Lithium,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,47840051.705,,,,,,,,,,,,,0.26,,,,,,,,,,,,
V-04512,CERT.V,Cerrado Gold Inc.,TSXV,Gold,2021-02-25,ok,True,2020-02-03,2026-08-25,1647.0,8.0,False,1.0,0.0,0.0,117100.0,212436133.23,1.106,1.02,1.12,1.65,1.62,1.35,0.87,0.17,1.97,,,,2.54,-0.0778,0.0127,0.4919,0.4647,0.2206,-0.2134,-0.8463,0.7812,,,,1.2966
V-5055,CDPR.V,Cerro De Pasco Resources Inc.,TSXV,Silver,2025-03-14,ok,True,2010-12-21,2026-08-25,3933.0,5.0,False,1.0,0.0,0.0,462850.0,388692164.7,0.265,0.265,0.26,0.435,0.475,0.63,,,,,,,0.7,0.0,-0.0189,0.6415,0.7925,1.3774,,,,,,,1.6415
V-02013,CYL.V,Ceylon Graphite Corp.,TSXV,,2017-01-03,ok,True,2008-01-16,2026-08-24,4668.0,9.0,False,1.0,0.0,0.0,12380.0,3765082.44,0.27,0.25,0.3,0.39,0.22,0.24,0.17,0.19,0.21,0.04,,,0.02,-0.0741,0.1111,0.4444,-0.1852,-0.1111,-0.3704,-0.2963,-0.2222,-0.8519,,,-0.9259
V-04088,PERU.V,Chakana Copper Corp.,TSXV,Copper,2018-01-31,ok,True,2013-01-08,2026-08-25,3421.0,9.0,True,0.0145,2.0,0.0,52238.0,5679180.1,8.0,7.4,9.2,7.4,5.7,3.3,1.65,5.3,0.85,0.2,,,0.11,-0.075,0.15,-0.075,-0.2875,-0.5875,-0.7938,-0.3375,-0.8938,-0.975,,,-0.9862
V-00397,CBA.V,Champion Bear Resources Ltd.,TSXV,Gold | Copper | Nickel | Platinum/PGM | Lead,,no listing date,,2012-01-16,2026-08-24,3666.0,,,,,,,4514686.38,,,,,,,,,,,,,0.065,,,,,,,,,,,,
V-00785,NZP.V,Chatham Rock Phosphate Limited,TSXV,,2005-04-07,no price near listing,False,2026-07-17,2026-07-17,1.0,0.0,False,1.0,0.0,0.0,,5770538.25,,,,,,,,,,,,,0.035,,,,,,,,,,,,
V-00404,CKG.V,Chesapeake Gold Corp.,TSXV,Gold,,no listing date,,2003-10-09,2026-08-25,5744.0,,,,,,,261411070.6,,,,,,,,,,,,,3.85,,,,,,,,,,,,
V-04094,CBG.V,Chibougamau Independent Mines Inc.,TSXV,Gold | Copper,2013-01-25,no price near listing,False,2013-03-20,2026-08-24,3370.0,8.0,True,0.5,1.0,0.0,,18835333.255,,,,0.21,0.16,0.14,0.06,0.04,0.065,0.14,0.105,,0.315,,,,,,,,,,,,
V-5091,CMCG.V,Chilean Metals Inc.,TSXV,Gold | Silver | Copper,2026-02-19,ok,True,2026-02-26,2026-08-25,125.0,4.0,False,1.0,0.0,0.0,43954.0,5969403.72,0.542,0.45,0.31,0.27,0.29,,,,,,,,0.295,-0.1697,-0.428,-0.5018,-0.4649,,,,,,,,-0.4557
V-04480,CRI.V,Churchill Resources Inc.,TSXV,Nickel | Diamond,2021-06-21,ok,True,2021-06-23,2026-08-25,1298.0,8.0,False,1.0,0.0,0.0,111497.0,16034097.0,0.222,0.22,0.17,0.25,0.2,0.225,0.065,0.06,0.06,,,,0.055,-0.009,-0.2342,0.1261,-0.0991,0.0135,-0.7072,-0.7297,-0.7297,,,,-0.7523
V-01499,AIR.V,Clean Air Metals Inc.,TSXV,Platinum/PGM,2020-05-22,ok,True,2020-05-22,2026-08-24,1570.0,8.0,False,1.0,0.0,0.0,2787124.0,13780623.12,0.413,0.395,0.33,0.3,0.295,0.33,0.2,0.065,0.045,,,,0.065,-0.0436,-0.201,-0.2736,-0.2857,-0.201,-0.5157,-0.8426,-0.891,,,,-0.8426
V-00822,TRAN.V,Clean Energy Transition Inc.,TSXV,Nickel,,no listing date,,1996-08-08,2026-08-24,7548.0,,,,,,,1461034.75,,,,,,,,,,,,,0.04,,,,,,,,,,,,
