co_id,ticker_full,name,board,commodities,listing_date,status,covers_listing,first_price_date,last_price_date,trading_days,milestones_filled,consolidated,split_factor,n_splits,div_total,vol_base,mcap_30jun2026,px_base,px_d7,px_d30,px_d90,px_d180,px_d365,px_d730,px_d1095,px_d1825,px_d2555,px_d3650,px_d5475,px_latest,ret_d7,ret_d30,ret_d90,ret_d180,ret_d365,ret_d730,ret_d1095,ret_d1825,ret_d2555,ret_d3650,ret_d5475,ret_latest
V-02383,RYE.V,Rhyolite Resources Ltd.,TSXV,,2006-10-03,no price near listing,False,2026-07-03,2026-07-03,1.0,0.0,False,1.0,0.0,0.0,,9646672.77,,,,,,,,,,,,,0.08,,,,,,,,,,,,
V-01687,RMD.V,Richmond Minerals Inc.,TSXV,,,no listing date,,2003-12-08,2026-08-25,5703.0,,,,,,,4526673.375,,,,,,,,,,,,,0.105,,,,,,,,,,,,
V-04657,RDG.V,Ridgeline Minerals Corp.,TSXV,Gold | Copper,2020-08-13,ok,True,2020-08-17,2026-08-25,1512.0,8.0,False,1.0,0.0,0.0,557948.0,25235746.725,0.612,0.58,0.6,0.38,0.465,0.5,0.24,0.19,0.17,,,,0.24,-0.0523,-0.0196,-0.3791,-0.2402,-0.183,-0.6078,-0.6895,-0.7222,,,,-0.6078
V-04412,RMI.V,Ridgestone Mining Inc.,TSXV,Gold | Copper,2018-02-16,no price near listing,False,2018-03-22,2026-08-24,2113.0,8.0,True,0.05,1.0,0.0,,2448197.76,,,9.6,4.6,5.4,3.6,4.3,2.6,0.195,0.07,,,0.115,,,,,,,,,,,,
V-04236,RLYG.V,Riley Gold Corp.,TSXV,,2017-03-29,ok,True,2015-03-03,2026-08-25,2882.0,9.0,False,1.0,0.0,0.0,11300.0,22231427.855,0.15,0.15,0.2,0.14,0.11,0.105,0.185,0.11,0.23,0.19,,,0.85,0.0,0.3333,-0.0667,-0.2667,-0.3,0.2333,-0.2667,0.5333,0.2667,,,4.6667
V-00649,RYO.V,Rio Silver Inc.,TSXV,Gold | Silver,2001-10-11,no price near listing,False,2007-03-07,2026-08-25,4886.0,3.0,True,0.04,2.0,0.0,,15281946.255,,,,,,,,,,3.0,2.5,0.7,0.37,,,,,,,,,,,,
V-5073,RRRL.V,River Road Resources Ltd.,TSXV,,2025-09-17,no price near listing,False,2025-10-17,2026-08-24,214.0,3.0,False,1.0,0.0,0.0,,1607666.76,,,0.23,0.5,0.18,,,,,,,,0.15,,,,,,,,,,,,
V-02572,RRI.V,Riverside Resources Inc.,TSXV,Gold | Silver | Rare Earths,2007-08-27,ok,True,2007-08-27,2026-08-25,4767.0,11.0,False,1.0,0.0,0.0,38340.0,23360866.0,0.82,0.79,0.81,0.95,1.11,0.78,0.41,0.74,0.76,0.47,0.37,0.13,0.41,-0.0366,-0.0122,0.1585,0.3537,-0.0488,-0.5,-0.0976,-0.0732,-0.4268,-0.5488,-0.8415,-0.5
V-01633,RJX.V,RJK Explorations Ltd.,TSXV,Diamond,,no data,,,,,,,,,,,3622184.37,,,,,,,,,,,,,,,,,,,,,,,,,
V-01703,RCT.V,Rochester Resources Ltd.,TSXV,Gold | Diamond | Iron,,no listing date,,1998-06-03,2026-08-24,7090.0,,,,,,,9080883.75,,,,,,,,,,,,,0.19,,,,,,,,,,,,
V-00857,RCK.V,Rock Tech Lithium Inc.,TSXV,Lithium,,no listing date,,2007-10-25,2026-08-25,4726.0,,,,,,,97199987.85,,,,,,,,,,,,,0.72,,,,,,,,,,,,
V-02809,RK.V,Rockhaven Resources Ltd.,TSXV,Gold | Silver,2008-04-29,no price near listing,False,2009-01-29,2026-08-25,4409.0,7.0,False,1.0,0.0,0.0,,57096611.715,,,,,,0.08,0.26,1.57,0.16,0.2,0.14,0.07,0.175,,,,,,,,,,,,
V-03898,RKR.V,Rokmaster Resources Corp.,TSXV,Gold | Zinc,2011-11-21,no price near listing,False,2012-07-04,2026-08-25,3549.0,6.0,True,0.2,1.0,0.0,,8947821.51,,,,,,0.975,0.6,0.125,0.2,0.075,0.42,,0.035,,,,,,,,,,,,
V-00287,RME.V,Roland Minerals Enterprises Corp.,TSXV,Gold | Platinum/PGM | Lithium,,no listing date,,2000-02-16,2026-08-24,6661.0,,,,,,,40625111.31,,,,,,,,,,,,,0.24,,,,,,,,,,,,
V-01715,ROS.V,Roscan Gold Corporation,TSXV,Gold,,no listing date,,2004-11-17,2026-08-25,5465.0,,,,,,,72354926.325,,,,,,,,,,,,,0.195,,,,,,,,,,,,
V-04408,RTE.V,Route 109 Resources Inc.,TSXV,Gold | Copper,2018-02-22,no price near listing,False,2018-08-17,2026-08-24,2012.0,6.0,True,0.1,1.0,0.0,,1256991.675,,,,,2.0,2.15,1.5,4.0,0.55,0.11,,,0.095,,,,,,,,,,,,
V-03748,RYR.V,Royal Road Minerals Limited,TSXV,Gold | Copper,2015-04-20,ok,True,2015-04-20,2026-08-25,2849.0,10.0,True,0.5,1.0,0.0,1500.0,67785214.52,0.35,0.2,0.16,0.15,0.07,0.055,0.09,0.12,0.215,0.28,0.11,,0.215,-0.4286,-0.5429,-0.5714,-0.8,-0.8429,-0.7429,-0.6571,-0.3857,-0.2,-0.6857,,-0.3857
V-02089,RPX.V,RPX Gold Inc.,TSXV,Gold,2001-01-15,ok,True,1996-08-06,2026-08-25,7554.0,11.0,True,0.02,2.0,0.0,62.0,64668553.625,5.0,4.5,3.5,4.0,4.0,4.0,7.0,8.0,5.0,5.5,4.5,0.4,0.16,-0.1,-0.3,-0.2,-0.2,-0.2,0.4,0.6,0.0,0.1,-0.1,-0.92,-0.968
V-03846,RTM.V,RT Minerals Corp.,TSXV,Gold | Copper | Nickel | Platinum/PGM | Rare Earths | Lithium,2011-08-05,ok,True,2010-03-02,2026-08-25,4137.0,11.0,True,0.0,5.0,0.0,0.0,286579.375,2040.0082,2040.0082,2040.0082,1560.0062,1080.0043,360.0014,60.0002,65.0,17.5,0.75,0.65,0.025,0.035,0.0,0.0,-0.2353,-0.4706,-0.8235,-0.9706,-0.9681,-0.9914,-0.9996,-0.9997,-1.0,-1.0
V-01378,RML.V,Rusoro Mining Ltd.,TSXV,,2006-11-09,ok,True,2006-11-09,2026-08-25,4967.0,11.0,False,1.0,0.0,0.0,53160.0,723927842.22,3.526,3.5,4.04,3.9,3.05,2.14,0.54,0.6,0.11,0.03,0.25,0.06,1.14,-0.0074,0.1458,0.1061,-0.135,-0.3931,-0.8469,-0.8298,-0.9688,-0.9915,-0.9291,-0.983,-0.6767
V-01735,SAE.V,Sable Resources Ltd.,TSXV,Gold | Copper | Molybdenum,,no listing date,,1996-08-08,2026-08-25,7626.0,,,,,,,20786885.015,,,,,,,,,,,,,0.49,,,,,,,,,,,,
V-01497,SF.V,Safi Silver Corp.,TSXV,Silver | Copper,,no listing date,,2012-01-16,2026-08-25,3667.0,,,,,,,19850069.16,,,,,,,,,,,,,0.34,,,,,,,,,,,,
V-05029,SAGA.V,Saga Metals Corp.,TSXV,Iron | Lithium | Uranium,2024-09-23,ok,True,2024-09-24,2026-08-25,482.0,5.0,False,1.0,0.0,0.0,54368.0,48488738.0,0.375,0.3,0.51,0.35,0.25,0.31,,,,,,,0.4925,-0.2,0.36,-0.0667,-0.3333,-0.1733,,,,,,,0.3133
V-04951,SAGE.V,Sage Potash Corp.,TSXV,Potash,2023-03-20,no price near listing,False,2023-12-12,2026-08-25,678.0,3.0,False,1.0,0.0,0.0,,24829601.785,,,,,,0.07,0.33,0.18,,,,,0.15,,,,,,,,,,,,
V-04394,FISH.V,Sailfish Royalty Corp.,TSXV,Gold | Silver,2017-12-22,no price near listing,False,2018-01-04,2026-08-25,2168.0,9.0,False,1.0,0.0,0.208,,383332196.16,,1.0114,1.93,1.6687,1.1462,0.7669,0.7585,0.9692,0.9787,1.3194,,,5.5,,,,,,,,,,,,
V-01097,SRL.V,Salazar Resources Limited,TSXV,Copper,2007-03-09,no price near listing,False,2007-10-25,2026-08-25,4726.0,7.0,False,1.0,0.0,0.0,,74223407.16,,,,,,1.59,0.36,1.14,0.66,0.29,0.11,0.31,0.395,,,,,,,,,,,,
V-02447,SME.V,Sama Resources Inc.,TSXV,Copper | Nickel | Platinum/PGM,2009-11-18,ok,True,2007-02-07,2026-08-25,4906.0,11.0,False,1.096,1.0,0.0,5480.0,16505133.0,0.1369,0.1642,0.1141,0.3285,0.3148,0.365,0.2828,0.26,0.2372,0.0912,0.1597,0.125,0.12,0.1994,-0.1665,1.3996,1.2995,1.6662,1.0657,0.8992,0.7327,-0.3338,0.1665,-0.0869,-0.1234
V-04448,SLG.V,San Lorenzo Gold Corp.,TSXV,,2020-12-29,ok,True,2021-01-05,2026-08-25,1416.0,8.0,False,1.0,0.0,0.0,58032.0,454327596.4,0.207,0.21,0.14,0.16,0.155,0.085,0.07,0.1,0.82,,,,5.55,0.0145,-0.3237,-0.2271,-0.2512,-0.5894,-0.6618,-0.5169,2.9614,,,,25.8116
V-00796,SFR.V,Sandfire Resources America Inc.,TSXV,Copper,2005-02-14,ok,True,1999-03-19,2026-08-25,6891.0,11.0,False,2.0,1.0,0.0,0.0,204670558.8,0.155,0.155,0.155,0.2,0.19,0.575,0.52,0.43,0.4,0.49,0.09,0.26,0.23,0.0,0.0,0.2903,0.2258,2.7097,2.3548,1.7742,1.5806,2.1613,-0.4194,0.6774,0.4839
V-03875,SCZ.V,Santacruz Silver Mining Ltd.,TSXV,Silver | Zinc,2012-04-16,ok,True,2012-04-20,2026-08-25,3600.0,10.0,True,0.25,1.0,0.0,29840.0,850914430.8,3.4,3.28,3.4,3.6,8.44,6.08,3.44,0.96,1.2,0.24,2.08,,13.45,-0.0353,0.0,0.0588,1.4824,0.7882,0.0118,-0.7176,-0.6471,-0.9294,-0.3882,,2.9559
V-03900,SWA.V,Sarama Resources Ltd.,TSXV,Gold,2011-11-03,no price near listing,False,2012-01-16,2026-08-24,3666.0,8.0,False,1.0,0.0,0.0,,20143677.92,,,,0.6,0.9,0.85,0.16,0.05,0.26,0.06,0.17,,0.035,,,,,,,,,,,,
V-04401,SCD.V,Scandium Canada Ltd.,TSXV,Gold | Rare Earths,2018-01-16,ok,True,2018-01-16,2026-08-25,2161.0,9.0,False,1.0,0.0,0.0,54927.0,82048568.7,0.174,0.11,0.13,0.12,0.08,0.07,0.05,0.16,0.085,0.015,,,0.205,-0.3678,-0.2529,-0.3103,-0.5402,-0.5977,-0.7126,-0.0805,-0.5115,-0.9138,,,0.1782
GOL0061,SCY.V,Scandium International Mining Corp.,TSXV,,2025-02-04,ok,True,2014-12-05,2026-08-25,2939.0,5.0,False,1.0,0.0,0.0,251060.0,50170513.82,0.033,0.035,0.03,0.025,0.03,0.12,,,,,,,0.15,0.0606,-0.0909,-0.2424,-0.0909,2.6364,,,,,,,3.5455
V-02529,SGN.V,Scorpio Gold Corporation,TSXV,Gold,2009-06-15,ok,True,2009-06-15,2026-08-25,4315.0,11.0,True,0.0556,2.0,0.0,524.0,81766582.38,12.96,12.6,9.72,7.2,8.28,12.96,12.6,13.5,4.5,1.98,0.81,0.15,0.36,-0.0278,-0.25,-0.4444,-0.3611,0.0,-0.0278,0.0417,-0.6528,-0.8472,-0.9375,-0.9884,-0.9722
V-03879,SCOT.V,Scottie Resources Corp.,TSXV,Gold,2011-10-07,no price near listing,False,2012-01-03,2026-08-25,3676.0,8.0,True,0.1667,1.0,0.0,,152351777.16,,,,3.0,5.7,9.6,12.6,3.3,1.8,0.54,1.02,,2.905,,,,,,,,,,,,
V-02525,SMY.V,Search Minerals Inc.,TSXV,Rare Earths,2008-10-27,no price near listing,False,2012-01-16,2026-08-25,3667.0,4.0,True,0.1,1.0,0.0,,9895867.74,,,,,,,,,0.55,0.4,0.35,0.25,0.255,,,,,,,,,,,,
V-03813,SCLT.V,Searchlight Resources Inc.,TSXV,Gold | Copper | Nickel | Zinc | Rare Earths | Uranium,2011-07-18,no price near listing,False,2012-08-16,2026-08-25,3519.0,6.0,True,0.0044,3.0,0.0,,5173426.56,,,,,,,15.75,1.65,0.225,0.225,0.325,0.1,0.1,,,,,,,,,,,,
V-02482,SGZ.V,Sego Resources Inc.,TSXV,Gold | Copper,2007-03-27,ok,True,2007-03-27,2026-08-25,4872.0,11.0,False,1.0,0.0,0.0,16800.0,9254984.22,0.37,0.39,0.3,0.3,0.27,0.25,0.11,0.09,0.3,0.04,0.05,0.09,0.04,0.0541,-0.1892,-0.1892,-0.2703,-0.3243,-0.7027,-0.7568,-0.1892,-0.8919,-0.8649,-0.7568,-0.8919
V-03648,SCMI.V,Selkirk Copper Mines Inc.,TSXV,,2011-05-25,ok,True,2010-10-18,2026-08-25,3979.0,11.0,True,0.05,2.0,0.0,429.0,207167378.52,9.2,10.0,8.0,7.0,5.0,4.4,1.4,0.7,0.3,0.2,0.23,1.95,1.9,0.087,-0.1304,-0.2391,-0.4565,-0.5217,-0.8478,-0.9239,-0.9674,-0.9783,-0.975,-0.788,-0.7935
V-04987,SEND.V,Sendero Resources Corp.,TSXV,Copper,2023-10-04,no price near listing,False,2026-01-20,2026-08-25,151.0,0.0,False,1.0,0.0,0.0,,27877104.15,,,,,,,,,,,,,0.8,,,,,,,,,,,,
V-00786,SEVA.V,Seva Mining Corp.,TSXV,Gold,2026-03-18,ok,True,1996-08-08,2026-08-25,7549.0,3.0,False,1.0,0.0,0.0,269100.0,61108404.025,0.376,0.4,0.49,0.4,,,,,,,,,0.43,0.0638,0.3032,0.0638,,,,,,,,,0.1436
V-04493,SHRP.V,Sherpa II Holdings Corp.,TSXV,Copper,2020-12-29,ok,True,2018-09-24,2026-08-24,1987.0,8.0,False,1.0,0.0,0.0,0.0,1901100.95,0.105,0.105,0.105,0.11,0.125,0.23,0.05,0.1,0.16,,,,0.1,0.0,0.0,0.0476,0.1905,1.1905,-0.5238,-0.0476,0.5238,,,,-0.0476
V-00895,SIEN.V,Sienna Resources Inc.,TSXV,Gold | Lithium | Uranium,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,3901108.15,,,,,,,,,,,,,0.075,,,,,,,,,,,,
V-04725,SM.V,Sierra Madre Gold and Silver Ltd.,TSXV,Gold | Silver,2021-04-19,ok,True,2021-04-19,2026-08-25,1344.0,8.0,False,1.0,0.0,0.0,610580.0,281483382.18,0.796,0.8,0.88,0.73,0.42,0.69,0.74,0.42,1.75,,,,1.63,0.005,0.1055,-0.0829,-0.4724,-0.1332,-0.0704,-0.4724,1.1985,,,,1.0477
V-03935,SGML.V,Sigma Lithium Corporation,TSXV,Lithium,2018-05-09,ok,True,2018-05-09,2026-08-25,2082.0,9.0,True,0.1,1.0,0.0,32540.0,2017120000.0,1.72,1.85,1.85,1.9,2.06,1.79,1.89,5.65,50.44,9.7,,,17.51,0.0756,0.0756,0.1047,0.1977,0.0407,0.0988,2.2849,28.3256,4.6395,,,9.1802
V-03901,SGU.V,Signature Resources Ltd.,TSXV,Gold,2011-11-18,ok,True,2011-11-18,2026-08-24,3704.0,10.0,True,0.2,1.0,0.0,15260.0,9849400.64,1.0,0.95,0.85,1.0,0.75,0.3,0.275,0.2,0.65,0.45,0.375,,0.035,-0.05,-0.15,0.0,-0.25,-0.7,-0.725,-0.8,-0.35,-0.55,-0.625,,-0.965
V-04559,SBMI.V,Silver Bullet Mines Corp.,TSXV,Gold | Silver | Copper,2021-12-02,ok,True,2021-12-06,2026-08-24,1183.0,7.0,False,1.0,0.0,0.0,285767.0,14800000.0,0.345,0.325,0.31,0.48,0.33,0.205,0.13,0.14,,,,,0.14,-0.058,-0.1014,0.3913,-0.0435,-0.4058,-0.6232,-0.5942,,,,,-0.5942
V-01292,SVG.V,Silver Grail Resources Ltd.,TSXV,,,no listing date,,1996-08-08,2026-08-24,7548.0,,,,,,,4804428.42,,,,,,,,,,,,,0.15,,,,,,,,,,,,
V-02278,SNAG.V,Silver North Resources Ltd.,TSXV,Gold | Silver | Copper,2007-07-31,ok,True,2006-03-01,2026-08-25,5142.0,11.0,True,0.02,2.0,0.0,0.0,24265321.425,23.5,23.5,28.5,47.5,27.5,15.5,8.0,7.5,9.5,3.5,0.7,0.25,0.285,0.0,0.2128,1.0213,0.1702,-0.3404,-0.6596,-0.6809,-0.5957,-0.8511,-0.9702,-0.9894,-0.9879
V-02753,SVE.V,Silver One Resources Inc.,TSXV,Silver,2016-08-05,no price near listing,False,2016-08-18,2026-08-25,2514.0,10.0,False,3.0,1.0,0.0,,132242752.5,,0.34,1.12,1.12,0.87,0.405,0.17,0.34,0.53,0.33,0.385,,0.475,,,,,,,,,,,,
V-04191,SPD.V,Silver Predator Corp.,TSXV,Silver | Copper,2014-03-13,ok,True,2012-02-13,2026-08-25,3647.0,10.0,True,0.2,1.0,0.0,1500.0,3362120.775,0.405,0.4,0.45,0.3,0.3,0.1,0.1,0.275,0.065,0.18,0.085,,0.075,-0.0123,0.1111,-0.2593,-0.2593,-0.7531,-0.7531,-0.321,-0.8395,-0.5556,-0.7901,,-0.8148
V-03847,SNG.V,Silver Range Resources Ltd.,TSXV,Gold | Silver,2011-08-10,no price near listing,False,2012-08-02,2026-08-25,3528.0,7.0,False,1.0,0.0,0.0,,10896064.19,,,,,,0.48,0.14,0.095,0.195,0.155,0.12,0.125,0.125,,,,,,,,,,,,
V-01791,SSE.V,Silver Spruce Resources Inc.,TSXV,Silver,,no listing date,,1998-06-03,2026-08-25,7091.0,,,,,,,3389752.665,,,,,,,,,,,,,0.09,,,,,,,,,,,,
V-00834,SVRS.V,Silver Storm Mining Ltd.,TSXV,Silver,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,364198833.0,,,,,,,,,,,,,0.54,,,,,,,,,,,,
V-00226,SILV.V,Silver Valley Metals Corp.,TSXV,Silver | Lead | Zinc | Potash | Lithium,2005-04-13,no price near listing,False,2016-07-12,2026-08-24,2539.0,1.0,True,0.037,3.0,0.0,,6112764.46,,,,,,,,,,,,0.12,0.15,,,,,,,,,,,,
V-04371,VIPR.V,Silver Viper Minerals Corp.,TSXV,Gold | Silver,2017-09-27,ok,True,2017-09-29,2026-08-25,2234.0,9.0,True,0.1,1.0,0.0,1868.0,49200000.0,2.7,2.5,2.5,1.7,1.7,1.35,2.7,5.9,2.0,0.55,,,0.36,-0.0741,-0.0741,-0.3704,-0.3704,-0.5,0.0,1.1852,-0.2593,-0.7963,,,-0.8667
V-02396,SWLF.V,Silver Wolf Exploration Ltd.,TSXV,Gold | Silver,2006-11-29,ok,True,2006-11-30,2026-08-25,4952.0,11.0,False,1.0,0.0,0.0,29600.0,6839501.46,0.154,0.15,0.13,0.14,0.14,0.11,0.05,0.06,0.07,0.02,0.18,0.23,0.1,-0.026,-0.1558,-0.0909,-0.0909,-0.2857,-0.6753,-0.6104,-0.5455,-0.8701,0.1688,0.4935,-0.3506
V-03091,AGX.V,Silver X Mining Corp.,TSXV,Silver,2010-02-01,ok,True,2010-02-01,2026-08-25,4157.0,11.0,True,0.025,2.0,0.0,4647.0,183511516.8,20.88,22.0,21.6,19.6,15.2,20.8,14.4,10.8,2.8,1.2,0.23,0.18,0.97,0.0536,0.0345,-0.0613,-0.272,-0.0038,-0.3103,-0.4828,-0.8659,-0.9425,-0.989,-0.9914,-0.9535
V-5034,AGA.V,Silver47 Exploration Corp.,TSXV,Gold | Silver | Copper | Lead | Zinc,2024-11-14,ok,True,2024-11-14,2026-08-25,446.0,5.0,False,1.0,0.0,0.0,604578.0,121021845.9,0.716,0.73,0.54,0.58,0.56,0.73,,,,,,,0.81,0.0196,-0.2458,-0.1899,-0.2179,0.0196,,,,,,,0.1313
V-04790,SICO.V,Silverco Mining Ltd.,TSXV,Gold | Silver,2025-10-23,ok,True,2025-10-24,2026-08-25,210.0,4.0,False,1.0,0.0,0.0,100020.0,406063598.46,3.766,3.65,5.05,12.15,9.99,,,,,,,,9.26,-0.0308,0.3409,2.2262,1.6527,,,,,,,,1.4588
V-01796,SOI.V,Sirios Resources Inc.,TSXV,Gold | Lithium,,no listing date,,1996-08-06,2026-08-25,7554.0,,,,,,,110850120.15,,,,,,,,,,,,,0.185,,,,,,,,,,,,
V-05006,SIG.V,Sitka Gold Corp.,TSXV,Gold | Copper,2024-03-05,ok,True,2018-01-31,2026-08-25,2150.0,6.0,False,1.0,0.0,0.0,276795.0,423329680.0,0.195,0.195,0.2,0.205,0.23,0.375,1.01,,,,,,1.11,0.0,0.0256,0.0513,0.1795,0.9231,4.1795,,,,,,4.6923
V-03028,SKEL.V,Skeleton Coast Uranium Corp.,TSXV,Copper,2009-10-07,no price near listing,False,2010-01-28,2026-08-24,4158.0,8.0,True,0.0008,5.0,0.0,,12386447.84,,,,,174.0,198.0,96.0,30.0,24.0,9.0,0.84,0.156,0.15,,,,,,,,,,,,
V-04058,SKRR.V,SKRR Exploration Inc.,TSXV,Uranium,2012-10-31,ok,True,2012-11-02,2026-08-24,3464.0,10.0,True,0.0011,5.0,0.0,13.0,2760033.12,158.4003,126.0003,148.5003,99.0002,76.5002,207.0004,81.0002,7.5,6.4,3.4,0.6,,0.25,-0.2045,-0.0625,-0.375,-0.517,0.3068,-0.4886,-0.9527,-0.9596,-0.9785,-0.9962,,-0.9984
V-02933,SKYG.V,Sky Gold Corp.,TSXV,Nickel | Platinum/PGM,2011-03-22,ok,True,2009-02-10,2026-08-25,4401.0,11.0,True,0.0007,5.0,0.0,18.0,4372748.595,373.5,450.0,1290.0001,960.0001,870.0001,825.0001,105.0,19.5,1.8,2.55,0.375,0.055,0.025,0.2048,2.4538,1.5703,1.3293,1.2088,-0.7189,-0.9478,-0.9952,-0.9932,-0.999,-0.9999,-0.9999
V-01801,SYH.V,Skyharbour Resources Ltd.,TSXV,Gold | Uranium,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,85142060.85,,,,,,,,,,,,,0.485,,,,,,,,,,,,
V-01803,SXL.V,SLAM Exploration Ltd.,TSXV,Gold | Copper | Nickel,,no listing date,,2000-02-17,2026-08-25,6661.0,,,,,,,14319340.2,,,,,,,,,,,,,0.06,,,,,,,,,,,,
V-00281,SMRV.V,Smooth Rock Ventures Corp.,TSXV,Gold | Nickel,,no listing date,,2007-10-25,2026-08-24,4725.0,,,,,,,5000317.185,,,,,,,,,,,,,0.2,,,,,,,,,,,,
V-04447,SGC.V,Solstice Gold Corp.,TSXV,Gold | Lithium,2018-05-14,ok,True,2018-05-14,2026-08-25,2079.0,9.0,False,1.0,0.0,0.0,385432.0,15748928.58,0.244,0.23,0.2,0.17,0.15,0.165,0.05,0.135,0.055,0.035,,,0.09,-0.0574,-0.1803,-0.3033,-0.3852,-0.3238,-0.7951,-0.4467,-0.7746,-0.8566,,,-0.6311
V-03692,SOMA.V,Soma Gold Corp.,TSXV,Gold,2012-05-02,no price near listing,False,2018-01-02,2026-08-25,2171.0,2.0,False,1.0,0.0,0.0,,97903881.27,,,,,,,,,,0.195,0.295,,0.86,,,,,,,,,,,,
V-00218,SGO.V,Sonoro Gold Corp.,TSXV,Gold | Silver,2000-09-29,no price near listing,False,2012-07-04,2026-08-25,3549.0,1.0,True,0.5,1.0,0.0,,92210286.825,,,,,,,,,,,,0.07,0.215,,,,,,,,,,,,
V-02536,SAO.V,South Atlantic Gold Inc.,TSXV,Gold | Copper,2009-08-26,ok,True,2007-06-22,2026-08-24,4810.0,11.0,False,1.0,0.0,0.0,0.0,17771219.11,0.54,0.54,0.54,0.54,0.54,0.54,0.14,0.1,0.06,0.045,0.03,0.02,0.08,0.0,0.0,0.0,0.0,0.0,-0.7407,-0.8148,-0.8889,-0.9167,-0.9444,-0.963,-0.8519
V-04551,SPMC.V,South Pacific Metals Corp.,TSXV,Gold | Copper,2020-12-08,ok,True,2020-12-10,2026-08-25,1431.0,8.0,True,0.1,1.0,0.0,1961.0,29038808.4,2.81,2.8,3.3,2.4,3.3,1.7,1.1,0.25,0.54,,,,0.89,-0.0036,0.1744,-0.1459,0.1744,-0.395,-0.6085,-0.911,-0.8078,,,,-0.6833
V-01821,STS.V,South Star Battery Metals Corp.,TSXV,,,no listing date,,1996-08-08,2026-08-25,7626.0,,,,,,,23413584.315,,,,,,,,,,,,,0.21,,,,,,,,,,,,
V-04444,SMP.V,Southern Empire Resources Corp.,TSXV,Gold | Copper,2020-03-24,ok,True,2018-06-15,2026-08-24,2055.0,8.0,False,1.0,0.0,0.0,0.0,6060000.0,0.335,0.335,0.55,1.24,0.52,0.22,0.14,0.08,0.03,,,,0.06,0.0,0.6418,2.7015,0.5522,-0.3433,-0.5821,-0.7612,-0.9104,,,,-0.8209
V-01830,SSV.V,Southern Silver Exploration Corp.,TSXV,Silver,,no listing date,,2007-04-11,2026-08-25,4862.0,,,,,,,186299216.1,,,,,,,,,,,,,0.63,,,,,,,,,,,,
SOU0021,SGQ.V,SouthGobi Resources Ltd.,TSXV,Coal,2023-04-17,ok,True,2003-12-15,2026-08-24,5697.0,7.0,False,1.0,0.0,0.0,36100.0,89095399.8,0.168,0.21,0.23,0.14,0.12,0.88,0.58,0.39,,,,,0.35,0.25,0.369,-0.1667,-0.2857,4.2381,2.4524,1.3214,,,,,1.0833
V-03770,SML.V,Southstone Minerals Limited,TSXV,Diamond,2011-05-12,ok,True,2011-05-12,2026-08-25,3836.0,11.0,False,1.0,0.0,0.0,472020.0,160209.44,0.269,0.29,0.17,0.225,0.235,0.1,0.13,0.05,0.025,0.03,0.06,0.01,0.06,0.0781,-0.368,-0.1636,-0.1264,-0.6283,-0.5167,-0.8141,-0.9071,-0.8885,-0.777,-0.9628,-0.777
V-01800,SPA.V,Spanish Mountain Gold Ltd.,TSXV,Gold,,no listing date,,1997-06-25,2026-08-25,7326.0,,,,,,,165464924.625,,,,,,,,,,,,,0.39,,,,,,,,,,,,
V-01277,W.V,Spartan Metals Corp.,TSXV,,,no listing date,,1996-08-08,2026-08-25,7626.0,,,,,,,29779938.65,,,,,,,,,,,,,0.54,,,,,,,,,,,,
V-01835,SRI.V,Sparton Resources Inc.,TSXV,Gold,,no listing date,,2003-10-09,2026-08-25,5744.0,,,,,,,3634545.04,,,,,,,,,,,,,0.02,,,,,,,,,,,,
V-04703,SPC.V,SPC Nickel Corp.,TSXV,Nickel,2021-03-08,ok,True,2021-03-08,2026-08-24,1372.0,8.0,False,1.0,0.0,0.0,153839.0,33514036.875,0.594,0.46,0.345,0.195,0.165,0.145,0.11,0.045,0.06,,,,0.08,-0.2256,-0.4192,-0.6717,-0.7222,-0.7559,-0.8148,-0.9242,-0.899,,,,-0.8653
V-04980,SRQ.V,SRQ Resources Inc.,TSXV,Copper | Nickel,2023-08-16,ok,True,2023-08-16,2026-08-25,760.0,7.0,False,1.0,0.0,0.0,158482.0,2304782.5,0.282,0.45,0.35,0.225,0.19,0.14,0.09,0.055,,,,,0.07,0.5957,0.2411,-0.2021,-0.3262,-0.5035,-0.6809,-0.805,,,,,-0.7518
V-00203,LORD.V,St. James Gold Corp.,TSXV,Gold,,no listing date,,1996-05-08,2026-08-24,7610.0,,,,,,,5139631.64,,,,,,,,,,,,,0.07,,,,,,,,,,,,
V-03801,SRC.V,Stakeholder Gold Corp.,TSXV,Gold,2011-06-21,no price near listing,False,2012-08-02,2026-08-25,3528.0,6.0,True,0.0125,2.0,0.0,,45325119.84,,,,,,,0.8,17.6,4.16,1.24,0.83,1.74,1.7,,,,,,,,,,,,
V-04159,STUD.V,Stallion Uranium Corp.,TSXV,Gold,2013-10-22,no price near listing,False,2018-03-22,2026-08-25,2114.0,3.0,True,0.0667,2.0,0.0,,30026506.0,,,,,,,,,1.2,2.55,0.975,,0.165,,,,,,,,,,,,
V-01512,SLI.V,Standard Lithium Ltd.,TSXV,Lithium,,no listing date,,1999-09-30,2026-08-25,6757.0,,,,,,,952311941.36,,,,,,,,,,,,,3.58,,,,,,,,,,,,
