co_id,ticker_full,ticker,name,name_normalised,board,isin,cusip,sedar_issuer_no,former_names,commodities,commodity_count,is_polymetallic,company_type,is_royalty_streamer,no_disclosed_commodity,property_regions,property_jurisdictions,property_region_count,jurisdiction_count,hq_matches_property,no_disclosed_property,shell_like,stage,incorporation_jurisdiction,mcap,shares,px,size_band,value_ytd,vol_ytd,trades_ytd,months,turnover,turnover_pctile,turnover_pctile_in_band,attention_ratio,avg_trade,dormant,hq_location,hq_region,listing_type,listing_date_iso,days_listed,lyear,yrs,exchange,sector,listing_date,interlisted_2,tsxv_grad,po_id,interlisted,otc_tier,cpc_flag,index_member,annual_list,comm_oil_and_gas,comm_gold,comm_silver,comm_copper,comm_nickel,comm_diamond,comm_molybdenum,comm_platinum_pgm,comm_iron,comm_lead,comm_zinc,comm_rare_earths,comm_potash,comm_lithium,comm_uranium,comm_coal,comm_tungsten,comm_base_precious_metals,comm_royalty_streaming,comm_other_properties,prop_africa,prop_asia,prop_aus_nz_png,prop_canada,prop_latin_america,prop_other,prop_uk_europe,prop_usa,enrich_source,data_asof,properties_asof
JIN0001,CGG.TO,CGG,China Gold International Resources Corp. Ltd.,china gold international resources,TSX,,,,,Gold | Copper,2,True,Operator,False,False,ASIA,China | Mongolia,1,2,True,False,False,,,8911381167.44,396413753,22.48,>2B,357381896.5,11311247.0,90741.0,6.0,0.0401039849811144,11.803588290840414,7.246376811594203,0.10191058906161175,3938.483116782932,False,China,Asia,TSXV Grad,2006-10-06,7207.0,2006.0,20.0,TSX,Mining,20061006.0,,Y,,HKEx,,,,Y,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,2026-06-30,2026-07-31
X-1471,CLCH.TO,CLCH,Clinch Resources Ltd.,clinch resources,TSX,,,,,Coal,1,False,Operator,False,False,USA,WV,1,1,True,False,False,,,472838818.97,355517909,1.33,100-500M,18078402.0,12734292.0,22647.0,4.0,0.038233751702918,11.048158640226628,7.103825136612022,0.09715802955528391,798.2691747251291,True,TN,USA,Other,2026-03-20,102.0,2026.0,0.0,TSX,Mining,20260320.0,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
X-1466,CDE.TO,CDE,"Coeur Mining, Inc.",coeur mining,TSX,,,,,Gold | Silver | Copper,3,True,Operator,False,False,CANADA | LATIN AMERICA | USA,BC | ON | Mexico | AK | NV | SD,3,6,True,False,False,,,14883821324.9,642097555,23.18,>2B,960256504.0,38522514.0,157642.0,4.0,0.064516798679485,21.813031161473088,10.144927536231885,0.16394742220485012,6091.374785907309,True,IL,USA,Other,2026-03-16,106.0,2026.0,0.0,TSX,Mining,20260316.0,,,,NYSE,,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,,2026-06-30,2026-07-31
V-04532,CNL.TO,CNL,Collective Mining Ltd.,collective mining,TSX,,,,,Gold | Silver | Copper | Tungsten,4,True,Operator,False,False,LATIN AMERICA,Colombia,1,1,False,False,False,,,1618339297.15,92741507,17.45,500M-2B,614840583.0,26931795.0,161423.0,6.0,0.3799206903538547,80.73654390934844,75.9493670886076,0.9654387554974492,3808.8784312024927,False,FL,USA,TSXV Grad,2023-09-06,1028.0,2023.0,3.0,TSX,Mining,20230906.0,,Y,,NYSE Mkt,,Y,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
X-1494,CTGO.TO,CTGO,Contango Silver & Gold Inc.,contango silver gold,TSX,,,,,Gold | Silver,2,True,Operator,False,False,CANADA | USA,BC | AK,2,2,True,False,False,,,688846156.14,30669909,22.46,500M-2B,18051467.5,635424.0,4582.0,3.0,0.0262053687011229,6.79886685552408,6.329113924050633,0.0665919998265955,3939.648079441292,True,AK,USA,Other,2026-04-13,78.0,2026.0,0.0,TSX,Mining,20260413.0,,,,NYSE Mkt,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,,2026-06-30,2026-07-31
COP0013,COPR.TO,COPR,Coppernico Metals Inc.,coppernico metals,TSX,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,58870835.87,193019134,0.305,25-100M,10669381.5,26346533.0,8074.0,6.0,0.1812337355555879,55.4296506137866,61.30434782608696,0.46054367806600655,1321.4492816447855,False,BC,Canada,Other,2024-08-13,686.0,2024.0,2.0,TSX,Mining,20240813.0,,,,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
DEN0006,DML.TO,DML,Denison Mines Corp.,denison mines,TSX,,,,,Uranium,1,False,Operator,False,False,CANADA,SK,1,1,True,False,False,,,3936870181.8,905027628,4.3500000000000005,>2B,2375635538.5,476956167.0,630741.0,6.0,0.6034325311214151,92.44570349386213,75.36231884057972,1.5334178070952853,3766.4200337380953,False,ON,Canada,Other,2004-03-12,8145.0,2004.0,22.0,TSX,Mining,20040312.0,,,,NYSE Mkt,,,Composite,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02131,DSV.TO,DSV,Discovery Silver Corp.,discovery silver,TSX,,,,,Silver,1,False,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,6891556105.44,812683503,8.479999999999999,>2B,3688020896.0,398002021.0,1174815.0,6.0,0.5351506741835534,90.6515580736544,68.11594202898551,1.359902774461119,3139.2354506879806,False,ON,Canada,TSXV Grad,2023-02-03,1243.0,2023.0,3.0,TSX,Mining,20230203.0,,Y,,,OTCQX,,Composite,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
DUN0006,DPM.TO,DPM,DPM Metals Inc.,dpm metals,TSX,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA | UK/EUROPE,Ecuador | Bulgaria | Serbia,2,3,False,False,False,,,10160951933.02,220602517,46.06,>2B,5579084594.5,114795611.0,572002.0,6.0,0.5490710546882595,91.31255901794145,71.01449275362319,1.3952766700444237,9753.61029244653,False,ON,Canada,,1983-11-01,15582.0,1983.0,43.0,TSX,Mining,19831101.0,,,,ASX,,,Composite,Y,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,2026-06-30,2026-07-31
DYN0019,DNG.TO,DNG,Dynacor Group Inc.,dynacor,TSX,,,,,Copper,1,False,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,253790070.6,41948772,6.05,100-500M,70622816.0,11475679.0,49660.0,6.0,0.278272573206022,71.57695939565627,59.56284153005464,0.7071347615073866,1422.1267821184051,False,QC,Canada,Other,2007-10-24,6824.0,2007.0,19.0,TSX,Mining,20071024.0,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
ELG0001,ELR.TO,ELR,Eastern Platinum Limited,eastern platinum,TSX,,,,,Platinum/PGM,1,False,Operator,False,False,AFRICA,South Africa,1,1,False,False,False,,,62827384.93,205991426,0.305,25-100M,22079187.5,42113806.0,14955.0,6.0,0.3514261738666957,77.05382436260622,85.21739130434783,0.8930296679317208,1476.3749582079572,False,BC,Canada,TSXV Grad,2005-01-10,7841.0,2005.0,21.0,TSX,Mining,20050110.0,,Y,,JSE,,Y,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
ANG0008,ECOR.TO,ECOR,Ecora Royalties PLC,ecora royalties,TSX,,,,,Copper | Nickel | Iron | Rare Earths | Lithium | Coal,6,True,Royalty/Streamer,True,False,,,0,0,False,True,False,,,638978629.12,249601027,2.56,500M-2B,13301666.0,5236727.0,10376.0,6.0,0.0208170749283415,5.099150141643059,3.79746835443038,0.05289949039942119,1281.9647262914418,False,UK,UK/Europe,Other,2010-07-09,5835.0,2010.0,16.0,TSX,Mining,20100709.0,,,,LSE,OTCQX,,,,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
ELD0001,ELD.TO,ELD,Eldorado Gold Corporation,eldorado gold,TSX,,,,,Gold | Silver | Copper,3,True,Operator,False,False,CANADA | UK/EUROPE,BC | QC | Greece | Netherlands | Turkiye,2,5,True,False,False,,,11532705646.1,261275615,44.14,>2B,4882436083.5,97430922.0,577142.0,6.0,0.423355648997344,83.94711992445704,46.3768115942029,1.0758138771545425,8459.679045191651,False,BC,Canada,,1993-10-22,11939.0,1993.0,33.0,TSX,Mining,19931022.0,,,,NYSE,,,Composite,Y,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,2026-06-30,2026-07-31
V-02730,ELE.TO,ELE,Elemental Royalty Corporation,elemental royalty,TSX,,,,,Gold | Silver | Copper | Platinum/PGM | Iron | Tungsten,6,True,Royalty/Streamer,True,False,,,0,0,False,True,False,,,1602245843.88,64450758,24.860000000000003,500M-2B,70380261.0,2974990.0,22242.0,3.0,0.0439260062797648,13.59773371104816,11.39240506329114,0.111622951614483,3164.295521985433,True,CO,USA,TSXV Grad,2026-04-07,84.0,2026.0,0.0,TSX,Mining,20260407.0,,Y,,NasdaqCM,,,,,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-00622,ELO.TO,ELO,Eloro Resources Ltd.,eloro resources,TSX,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Bolivia | Peru,1,2,False,False,False,,,197966153.69,118542607,1.67,100-500M,88803432.5,35209710.0,77085.0,6.0,0.4485788648450454,86.40226628895185,81.9672131147541,1.1399100707442296,1152.0196211973796,False,ON,Canada,TSXV Grad,2023-03-06,1212.0,2023.0,3.0,TSX,Mining,20230306.0,,Y,,,OTCQX,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
END0004,EDV.TO,EDV,Endeavour Mining plc,endeavour mining,TSX,,,,,Gold,1,False,Operator,False,False,AFRICA,Burkina Faso | Cote D'Ivoire | Guinea | Mali | Senegal,1,5,False,False,False,,,17196532153.32,241830012,71.11,>2B,6384613131.5,79109255.0,536444.0,6.0,0.3712732936255042,79.60339943342775,40.57971014492754,0.9434643483443781,11901.732765209415,False,UK,UK/Europe,TSXV Grad,2003-11-20,8258.0,2003.0,23.0,TSX,Mining,20031120.0,,Y,,LSE,OTCQX,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
END0005,EDR.TO,EDR,Endeavour Silver Corp.,endeavour silver,TSX,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,3485596977.83,296142479,11.77,>2B,2639005918.5,181022871.0,569825.0,6.0,0.7571173418169947,96.78942398489141,89.85507246376811,1.9239552959554154,4631.256821831264,False,BC,Canada,TSXV Grad,2006-02-07,7448.0,2006.0,20.0,TSX,Mining,20060207.0,,Y,,NYSE,,,Composite,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
ENE0020,EFR.TO,EFR,Energy Fuels Inc.,energy fuels,TSX,,,,,Uranium,1,False,Operator,False,False,USA,UT | WY,1,2,True,False,False,,,5148349672.2,249919887,20.6,>2B,3636051458.5,131622858.0,653487.0,6.0,0.7062557304788192,95.561850802644,85.5072463768116,1.794707871427974,5564.076192028304,False,CO,USA,TSXV Grad,2007-03-19,7043.0,2007.0,19.0,TSX,Mining,20070319.0,,Y,,NYSE Mkt,,,Composite,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
ENT0005,ETG.TO,ETG,Entree Resources Ltd.,entree resources,TSX,,,,,Gold | Copper,2,True,Operator,False,False,ASIA,Mongolia,1,1,False,False,False,,,642401433.52,208571894,3.08,500M-2B,35806836.5,13400639.0,23014.0,6.0,0.0557390357985327,18.69688385269122,16.455696202531644,0.1416417339730631,1555.8719257843052,False,BC,Canada,TSXV Grad,2006-04-24,7372.0,2006.0,20.0,TSX,Mining,20060424.0,,Y,,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-02583,EQX.TO,EQX,Equinox Gold Corp.,equinox gold,TSX,,,,,Gold,1,False,Operator,False,False,CANADA | LATIN AMERICA | USA,ON | Brazil | Mexico | CA,3,4,True,False,False,,,10906127102.84,789155362,13.82,>2B,8673291897.5,459874946.0,1534014.0,6.0,0.7952678174126028,97.35599622285174,92.7536231884058,2.02090170770876,5653.9848381435895,False,BC,Canada,TSXV Grad,2019-11-25,2409.0,2019.0,7.0,TSX,Mining,20191125.0,,Y,,NYSE Mkt,,Y,Composite,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,,2026-06-30,2026-07-31
ERD0001,ERD.TO,ERD,Erdene Resource Development Corporation,erdene resource development,TSX,,,,,Gold | Copper,2,True,Operator,False,False,ASIA,Mongolia,1,1,False,False,False,,,343864026.14,65373389,5.26,100-500M,146116395.5,19781038.0,78585.0,6.0,0.424924924948417,84.32483474976394,77.59562841530054,1.0798016563403108,1859.3420563720813,False,NS,Canada,TSXV Grad,2005-12-14,7503.0,2005.0,21.0,TSX,Mining,20051214.0,,Y,,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,2026-06-30,2026-07-31
ERO0001,ERO.TO,ERO,Ero Copper Corp.,ero copper,TSX,,,,,Copper,1,False,Operator,False,False,LATIN AMERICA,Brazil,1,1,False,False,False,,,3949006648.16,104277968,37.87,>2B,2682538906.0,66202439.0,377420.0,6.0,0.6792946036821442,94.99527856468366,82.6086956521739,1.7261953703658517,7107.569567060569,False,BC,Canada,IPO,2017-10-19,3176.0,2017.0,9.0,TSX,Mining,20171019.0,,,,NYSE,,,Composite,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
EUR0016,ESM.TO,ESM,Euro Sun Mining Inc.,euro sun mining,TSX,,,,,Gold | Copper,2,True,Operator,False,False,UK/EUROPE,Romania,1,1,False,False,False,,,59886625.455,443604633,0.135,25-100M,22630125.5,83971412.0,23566.0,6.0,0.3778827965019456,80.35882908404155,88.26086956521739,0.9602601438709265,960.2870873292032,False,ON,Canada,Other,2016-09-12,3578.0,2016.0,10.0,TSX,Mining,20160912.0,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
FAR0008,FDY.TO,FDY,Faraday Copper Corp.,faraday copper,TSX,,,,,Copper,1,False,Operator,False,False,USA,AZ,1,1,False,False,False,,,1751766964.25,292448575,5.99,500M-2B,518855008.5,112943086.0,295574.0,6.0,0.296189515551312,73.18224740321058,63.29113924050633,0.7526645548546386,1755.414916399954,False,BC,Canada,Other,2022-11-03,1335.0,2022.0,4.0,TSX,Mining,20221103.0,,,,,OTCQX,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
X-1028,FFM.TO,FFM,FireFly Metals Ltd.,firefly metals,TSX,,,,,Gold | Copper,2,True,Operator,False,False,CANADA,NL,1,1,False,False,False,,,1391502602.08,768785968,1.81,500M-2B,53150436.0,27963714.0,55584.0,6.0,0.0381964330649122,10.953729933899906,8.860759493670885,0.09706319697483248,956.2182642487048,False,Australia,Australia/NZ/PNG,Other,2024-12-16,561.0,2024.0,2.0,TSX,Mining,20241216.0,,,,ASX,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
FIR0059,AG.TO,AG,First Majestic Silver Corp.,first majestic silver,TSX,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA | USA,Mexico | NV,2,2,False,False,False,,,11872122499.44,493028343,24.08,>2B,7241177497.0,244047345.0,977138.0,6.0,0.6099311641487494,92.91784702549575,78.26086956521739,1.5499318647437397,7410.598602244514,False,BC,Canada,TSXV Grad,2008-01-15,6741.0,2008.0,18.0,TSX,Mining,20080115.0,,Y,,NYSE,,,Composite,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,2026-06-30,2026-07-31
FIR0127,FF.TO,FF,First Mining Gold Corp.,first mining gold,TSX,,,,,Gold,1,False,Operator,False,False,CANADA,NL | ON | QC,1,3,True,False,False,,,858609494.88,1384854024,0.62,500M-2B,294293888.5,513964084.0,122268.0,6.0,0.3427563872224948,76.67610953729934,68.35443037974683,0.8709983644499075,2406.9575727091305,False,BC,Canada,TSXV Grad,2017-06-22,3295.0,2017.0,9.0,TSX,Mining,20170622.0,,Y,,,OTCQX,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
FIR0023,FM.TO,FM,First Quantum Minerals Ltd.,first quantum minerals,TSX,,,,,Gold | Copper | Molybdenum,3,True,Operator,False,False,AFRICA | AUS/NZ/PNG | LATIN AMERICA | UK/EUROPE,Mauritania | Sambia | Australia | Argentina | Panama | Peru | Finland | Spain | Turkiye,4,9,False,False,False,,,32317145708.64,834206136,38.74,>2B,14624107142.5,389541899.0,1745763.0,6.0,0.4525185260587614,86.49669499527857,52.17391304347826,1.149921374986989,8376.914359222872,False,BC,Canada,TSXV Grad,2000-01-11,9667.0,2000.0,26.0,TSX,Mining,20000111.0,,Y,,,,,60,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,,2026-06-30,2026-07-31
FOR0019,FSY.TO,FSY,Forsys Metals Corp.,forsys metals,TSX,,,,,Uranium,1,False,Operator,False,False,AFRICA,Namibia,1,1,False,False,False,,,110126460.15,244725467,0.45,100-500M,23798776.5,58653688.0,24060.0,6.0,0.216104072241897,63.73937677053825,49.72677595628415,0.5491547363972912,989.1428304239402,False,ON,Canada,TSXV Grad,2006-10-17,7196.0,2006.0,20.0,TSX,Mining,20061017.0,,Y,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
FOR0023,FVI.TO,FVI,Fortuna Mining Corp.,fortuna mining,TSX,,,,,Gold | Silver | Lead | Zinc,4,True,Operator,False,False,AFRICA | LATIN AMERICA,Burkina Faso | Cote D'Ivoire | Argentina | Mexico | Peru,2,5,True,False,False,,,3590387359.13,299448487,11.99,>2B,1929331363.0,136518061.0,472455.0,6.0,0.5373602260753011,91.0292728989613,69.56521739130434,1.365517596403533,4083.62989702723,False,Peru,Latin America,TSXV Grad,2010-01-18,6007.0,2010.0,16.0,TSX,Mining,20100118.0,,Y,,NYSE,,,Composite,,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
FOR0013,FT.TO,FT,Fortune Minerals Limited,fortune minerals,TSX,,,,,,0,False,Operator,False,True,CANADA,NT,1,1,True,False,False,,,98461341.75,656408945,0.15,25-100M,16750313.5,115745815.0,16979.0,6.0,0.170120711360304,52.124645892351275,54.347826086956516,0.43230372030293995,986.5312150303316,False,ON,Canada,,1997-10-31,10469.0,1997.0,29.0,TSX,Mining,19971031.0,,,,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
FRA0009,FNV.TO,FNV,Franco-Nevada Corporation,franco nevada,TSX,,,,,Oil and Gas | Gold | Silver | Platinum/PGM,4,True,Royalty/Streamer,True,False,,,0,0,False,True,False,,,57071766585.9,192855630,295.93,>2B,16555151495.0,50236059.0,338893.0,6.0,0.2900760303272279,72.52124645892351,28.985507246376812,0.7371292188849272,48850.67409182249,False,ON,Canada,IPO,2007-12-19,6768.0,2007.0,19.0,TSX,Mining,20071219.0,,,,NYSE,,,60,,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
INT0028,FVL.TO,FVL,Freegold Ventures Limited,freegold ventures,TSX,,,,,Gold,1,False,Operator,False,False,USA,AK,1,1,False,False,False,,,554593699.2,577701770,0.96,500M-2B,129507842.0,97519763.0,93332.0,6.0,0.233518415710122,65.43909348441926,48.10126582278481,0.5934073462514933,1387.6038443406335,False,BC,Canada,,1998-05-19,10269.0,1998.0,28.0,TSX,Mining,19980519.0,,,,,OTCQX,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
AUR0018,FURY.TO,FURY,Fury Gold Mines Limited,fury gold mines,TSX,,,,,Gold,1,False,Operator,False,False,CANADA,NU | QC,1,2,True,False,False,,,142592895.75,190123861,0.75,100-500M,26531682.0,28799899.0,20498.0,6.0,0.1860659457152514,56.37393767705382,41.53005464480874,0.472823090799497,1294.3546687481703,False,BC,Canada,TSXV Grad,2016-11-01,3528.0,2016.0,10.0,TSX,Mining,20161101.0,,Y,,NYSE Mkt,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
SUL0004,FMR.TO,FMR,Future Mineral Resources Inc.,future mineral resources,TSX,,,,,Gold,1,False,Operator,False,False,CANADA,QC,1,1,True,False,False,,,6307533.0,17520925,0.36,5-25M,1055824.0,3526518.0,751.0,6.0,0.1673909593497172,51.180358829084035,58.38926174496645,0.42536698731937184,1405.8908122503328,False,ON,Canada,Other,2014-08-11,4341.0,2014.0,12.0,TSX,Mining,20140811.0,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04606,GMIN.TO,GMIN,G Mining Ventures Corp.,g mining ventures,TSX,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA,Brazil | Guyana,1,2,False,False,False,,,9876409065.91,237813847,41.53,>2B,4223350472.5,92727215.0,497013.0,6.0,0.4276200433088142,84.6081208687441,47.82608695652174,1.086650379723491,8497.464799713489,False,BC,Canada,TSXV Grad,2024-01-11,901.0,2024.0,2.0,TSX,Mining,20240111.0,,Y,,,OTCQX,,Composite,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03674,GTWO.TO,GTWO,G2 Goldfields Inc.,g2 goldfields,TSX,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,2433843775.77,258644397,9.41,>2B,669508885.5,81581032.0,277408.0,6.0,0.2750829334919765,71.01038715769594,24.637681159420293,0.6990293808998046,2413.444765471796,False,ON,Canada,TSXV Grad,2024-04-09,812.0,2024.0,2.0,TSX,Mining,20240409.0,,Y,,,OTCQX,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
KEE0001,GAU.TO,GAU,Galiano Gold Inc.,galiano gold,TSX,,,,,Gold,1,False,Operator,False,False,AFRICA,Ghana,1,1,False,False,False,,,692492959.7,261318098,2.6500000000000004,500M-2B,251437935.5,69829901.0,177768.0,6.0,0.3630909628437627,78.65911237016053,70.88607594936708,0.9226717475527882,1414.4161800774043,False,BC,Canada,TSXV Grad,2008-12-22,6399.0,2008.0,18.0,TSX,Mining,20081222.0,,Y,,NYSE Mkt,,Y,,Y,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
GEN0033,GENM.TO,GENM,Generation Mining Limited,generation mining,TSX,,,,,Copper | Platinum/PGM,2,True,Operator,False,False,CANADA,ON,1,1,True,False,False,,,216302962.81,322840243,0.67,100-500M,85293260.5,123096029.0,34962.0,6.0,0.3943231261927807,81.30311614730878,72.1311475409836,1.0020376301718292,2439.5990074938504,False,ON,Canada,Other,2020-07-15,2176.0,2020.0,6.0,TSX,Mining,20200715.0,,,,,OTCQB,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00155,GLO.TO,GLO,Global Atomic Corporation,global atomic,TSX,,,,,Zinc | Uranium,2,True,Operator,False,False,AFRICA | UK/EUROPE,Niger | Turkiye,2,2,False,False,False,,,303974955.32,490282186,0.62,100-500M,223684022.0,280619281.0,104435.0,6.0,0.7358633271761608,96.03399433427762,95.08196721311475,1.8699454724181404,2141.8492076411167,False,ON,Canada,TSXV Grad,2019-05-08,2610.0,2019.0,7.0,TSX,Mining,20190508.0,,Y,,,OTCQX,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
GLO0015,GMX.TO,GMX,Globex Mining Enterprises Inc.,globex mining enterprises,TSX,,,,,Gold | Silver | Copper | Nickel | Molybdenum | Platinum/PGM | Iron | Lead | Zinc | Rare Earths | Lithium,11,True,Royalty/Streamer,True,False,CANADA | UK/EUROPE | USA,NB | NS | ON | QC | SK | Germany | AZ | NV | WA,3,9,True,False,False,,,112295586.92,57002836,1.97,100-500M,14968407.5,6367937.0,14875.0,6.0,0.13329470828327,44.57034938621341,29.508196721311474,0.33872300337088007,1006.2794957983192,False,QC,Canada,,1995-12-27,11143.0,1995.0,31.0,TSX,Mining,19951227.0,,,,,OTCQX,,,,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,,2026-06-30,2026-07-31
GOG0001,GGD.TO,GGD,GoGold Resources Inc.,gogold resources,TSX,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,1378374055.98,433450961,3.18,500M-2B,828999067.5,259185066.0,471540.0,6.0,0.6014325820363733,92.3512747875354,91.13924050632912,1.528335619141998,1758.0673272681004,False,NS,Canada,TSXV Grad,2013-01-22,4907.0,2013.0,13.0,TSX,Mining,20130122.0,,Y,,,OTCQX,Y,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
