co_id,ticker_full,ticker,name,name_normalised,board,isin,cusip,sedar_issuer_no,former_names,commodities,commodity_count,is_polymetallic,company_type,is_royalty_streamer,no_disclosed_commodity,property_regions,property_jurisdictions,property_region_count,jurisdiction_count,hq_matches_property,no_disclosed_property,shell_like,stage,incorporation_jurisdiction,mcap,shares,px,size_band,value_ytd,vol_ytd,trades_ytd,months,turnover,turnover_pctile,turnover_pctile_in_band,attention_ratio,avg_trade,dormant,hq_location,hq_region,listing_type,listing_date_iso,days_listed,lyear,yrs,exchange,sector,listing_date,interlisted_2,tsxv_grad,po_id,interlisted,otc_tier,cpc_flag,index_member,annual_list,comm_oil_and_gas,comm_gold,comm_silver,comm_copper,comm_nickel,comm_diamond,comm_molybdenum,comm_platinum_pgm,comm_iron,comm_lead,comm_zinc,comm_rare_earths,comm_potash,comm_lithium,comm_uranium,comm_coal,comm_tungsten,comm_base_precious_metals,comm_royalty_streaming,comm_other_properties,prop_africa,prop_asia,prop_aus_nz_png,prop_canada,prop_latin_america,prop_other,prop_uk_europe,prop_usa,enrich_source,data_asof,properties_asof
V-04517,GSPR.V,GSPR,GSP Resource Corp.,gsp resource,TSXV,,,,,Copper,1,False,Operator,False,False,CANADA,BC,1,1,True,False,False,,,6657294.8,57889520,0.1149999999999999,5-25M,1316149.0,9370142.0,1371.0,6.0,0.1977002730899043,59.490084985835686,68.45637583892618,0.5023877626555449,959.9919766593728,False,BC,Canada,IPO,2018-11-29,2770.0,2018.0,8.0,TSXV,Mining,20181129.0,,,1182010.0,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02685,GT.V,GT,GT Resources Inc.,gt resources,TSXV,,,,,Copper | Nickel | Platinum/PGM,3,True,Operator,False,False,CANADA | UK/EUROPE,ON | YT | Finland,2,3,True,False,False,,,11673531.78,389117726,0.03,5-25M,1224901.0,34240422.0,1844.0,6.0,0.1049297695919752,36.54390934844193,39.93288590604027,0.26664319354430965,664.2630151843817,False,BC,Canada,QT from NEX,2016-02-29,3774.0,2016.0,10.0,TSXV,Mining,20160229.0,,,1114811.0,,OTCQB,Y,,,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,2026-06-30,2026-07-31
V-02080,GSVR.V,GSVR,Guanajuato Silver Company Ltd.,guanajuato silver,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,342163760.52,743834262,0.4599999999999999,100-500M,280402365.5,406170351.0,99724.0,6.0,0.8194975560061103,97.92256846081209,98.90710382513662,2.082473317962355,2811.7841793349644,False,BC,Canada,,,,,,TSXV,Mining,,,,34882.0,,OTCQX,,Y,Y,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-00113,GUG.V,GUG,Gungnir Resources Inc.,gungnir resources,TSXV,,,,,Gold,1,False,Operator,False,False,UK/EUROPE,Sweden,1,1,False,False,False,,,5265191.44,131629786,0.04,5-25M,1232791.0,24483232.0,1128.0,6.0,0.234139824553084,65.53352219074598,75.50335570469798,0.5949864447192433,1092.8998226950357,False,BC,Canada,,,,,,TSXV,Mining,,,,1067751.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
V-00412,GUN.V,GUN,Gunpoint Exploration Ltd.,gunpoint exploration,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA | USA,Guatemala | Mexico | NV,2,3,False,False,False,,,46620547.74,59769933,0.78,25-100M,906358.0,941806.0,364.0,6.0,0.0194411701264151,4.815864022662889,4.3478260869565215,0.049403097985474084,2489.9945054945056,False,BC,Canada,,,,,,TSXV,Mining,,,,821862.0,,,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,2026-06-30,2026-07-31
V-02723,GYA.V,GYA,Guyana Goldstrike Inc.,guyana goldstrike,TSXV,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,4750332.0,38002656,0.125,<5M,,,,,,,,,,True,BC,Canada,IPO,2008-01-30,6726.0,2008.0,18.0,TSXV,Mining,20080130.0,,,1112057.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-04560,HPM.V,HPM,Halcones Precious Metals Corp.,halcones precious metals,TSXV,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA,Chile,1,1,False,False,False,,,5719409.725,228776389,0.0249999999999999,5-25M,2377692.5,40535996.0,993.0,6.0,0.4157234075409766,83.28611898016997,89.26174496644296,1.0564191406203765,2394.4536757301107,False,ON,Canada,QT,2022-09-22,1377.0,2022.0,4.0,TSXV,Mining,20220922.0,,,1182390.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-00391,HAN.V,HAN,Hannan Metals Ltd.,hannan metals,TSXV,,,,,Gold | Silver | Copper,3,True,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,95579459.58,144817363,0.66,25-100M,5684883.0,8502433.0,3811.0,6.0,0.0594780826861837,19.8300283286119,18.695652173913043,0.15114324538218987,1491.7037522959854,False,BC,Canada,RTO,2005-09-15,7593.0,2005.0,21.0,TSXV,Mining,20050915.0,,,1056713.0,,,Y,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04556,HANS.V,HANS,Hanstone Gold Corp.,hanstone gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,BC,1,1,True,False,False,,,1033862.5,51693125,0.02,<5M,63874.0,2824819.0,228.0,6.0,0.0617819100702462,20.868744098205855,35.0,0.15699763630909266,280.14912280701753,False,BC,Canada,QT,2020-08-24,2136.0,2020.0,6.0,TSXV,Mining,20200824.0,,,1182945.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-03754,HAR.V,HAR,Harfang Exploration Inc.,harfang exploration,TSXV,,,,,Gold | Nickel | Platinum/PGM | Lithium,4,True,Operator,False,False,CANADA,ON | QC,1,2,True,False,False,,,5021785.85,100435717,0.0499999999999999,5-25M,843800.0,13949346.0,1095.0,6.0,0.1680278739882944,51.463644948064214,58.7248322147651,0.42698548847405593,770.5936073059361,False,QC,Canada,QT from NEX,2017-06-30,3287.0,2017.0,9.0,TSXV,Mining,20170630.0,,,1138440.0,,,Y,,,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02233,HVG.V,HVG,Harvest Gold Corp.,harvest gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,QC,1,1,True,False,False,,,5579090.595,123979791,0.045,5-25M,1163487.5,19826368.0,1808.0,6.0,0.2085442923337221,61.9452313503305,71.14093959731544,0.5299441361544215,643.5218473451328,False,BC,Canada,Other,2005-12-13,7504.0,2005.0,21.0,TSXV,Mining,20051213.0,,,1103569.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00905,HAWK.V,HAWK,Hawkeye Gold & Diamond Inc.,hawkeye gold diamond,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,BC,1,1,True,False,False,,,689037.885,15311953,0.045,<5M,125530.5,2977225.0,296.0,6.0,0.1821822903104957,55.80736543909348,74.0,0.4629541062036435,424.08952702702703,False,BC,Canada,,,,,,TSXV,Mining,,,,29422.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-02895,HAY.V,HAY,Hayasa Metals Inc.,hayasa metals,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,UK/EUROPE,Armenia,1,1,False,False,False,,,5437435.425,72499139,0.075,5-25M,601287.5,8846931.0,638.0,6.0,0.1105829224629366,38.33805476864967,41.946308724832214,0.2810087519646593,942.4568965517242,False,BC,Canada,IPO,2008-09-24,6488.0,2008.0,18.0,TSXV,Mining,20080924.0,,,1117273.0,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
V-01669,HSTR.V,HSTR,Heliostar Metals Ltd.,heliostar metals,TSXV,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA | USA,Mexico | AK,2,2,False,False,False,,,497188665.5,279319475,1.78,100-500M,180080264.0,74430032.0,132610.0,6.0,0.3621970420803971,78.37582625118036,67.75956284153006,0.9204001530563336,1357.968961616771,False,BC,Canada,,,,,,TSXV,Mining,,,,40626.0,,OTCQX,,Y,Y,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,2026-06-30,2026-07-31
V-03016,HHH.V,HHH,Helius Minerals Limited,helius minerals,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,USA,NV,1,1,False,False,False,,,244618014.36,41043291,5.96,100-500M,26846500.0,5523248.0,7453.0,6.0,0.1097486629111888,37.960339943342774,25.136612021857925,0.27888876607325896,3602.1065342814973,False,BC,Canada,QT,2011-12-20,5306.0,2011.0,15.0,TSXV,Mining,20111220.0,,,1123005.0,,,Y,Y,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-04479,BIG.V,BIG,Hercules Metals Corp.,hercules metals,TSXV,,,,,Silver | Copper,2,True,Operator,False,False,USA,ID,1,1,False,False,False,,,182503115.76,325898421,0.5599999999999999,100-500M,34255680.0,47700677.0,17056.0,6.0,0.1876991516410481,56.94050991501416,43.169398907103826,0.47697332619468874,2008.4240150093808,False,ON,Canada,QT,2021-03-24,1924.0,2021.0,5.0,TSXV,Mining,20210324.0,,,1181820.0,,OTCQB,Y,Y,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02361,HI.V,HI,Highland Copper Company Inc.,highland copper,TSXV,,,,,Copper,1,False,Operator,False,False,USA,MI,1,1,False,False,False,,,110728218.3,738188122,0.15,100-500M,7067676.5,43376638.0,5776.0,6.0,0.0638290456444561,21.529745042492916,13.114754098360656,0.16219973261834844,1223.6282029085874,False,BC,Canada,QT,2008-09-26,6486.0,2008.0,18.0,TSXV,Mining,20080926.0,,,1109312.0,,OTCQB,Y,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-01934,HWY.V,HWY,Highway 50 Gold Corp.,highway 50 gold,TSXV,,,,,Gold | Silver | Lead | Zinc,4,True,Operator,False,False,CANADA | USA,BC | NV,2,2,True,False,False,,,16922270.96,44532292,0.38,5-25M,1063733.5,2433118.0,391.0,6.0,0.0628599732573954,21.152030217186024,22.14765100671141,0.15973716592191667,2720.5460358056266,False,BC,Canada,Other,2005-09-22,7586.0,2005.0,21.0,TSXV,Mining,20050922.0,,,1101461.0,,,,,,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,2026-06-30,2026-07-31
V-04544,ESPN.V,ESPN,Hispania Resources Inc.,hispania resources,TSXV,,,,,Copper | Zinc,2,True,Operator,False,False,UK/EUROPE,Spain,1,1,False,False,False,,,6511100.635,100170779,0.065,5-25M,211326.5,3071782.0,256.0,6.0,0.0324563406168272,8.687440982058545,10.06711409395973,0.082476711294471,825.494140625,False,ON,Canada,QT,2022-04-04,1548.0,2022.0,4.0,TSXV,Mining,20220404.0,,,1182760.0,,,Y,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
V-01842,SHL.V,SHL,Homeland Nickel Inc.,homeland nickel,TSXV,,,,,Gold | Silver | Copper,3,True,Operator,False,False,CANADA,NL,1,1,True,False,False,,,89787421.165,227309927,0.395,25-100M,37323871.0,100454441.0,16516.0,6.0,0.4156915358044519,83.19169027384325,90.8695652173913,1.056338149480838,2259.8614071203683,False,ON,Canada,,,,,,TSXV,Mining,,,,1062245.0,,OTCQB,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-05008,HLU.V,HLU,Homeland Uranium Corp.,homeland uranium,TSXV,,,,,Uranium,1,False,Operator,False,False,USA,CO,1,1,False,False,False,,,13662154.44,113851287,0.12,5-25M,12070692.5,49173589.0,12260.0,6.0,0.8835131057118982,98.20585457979226,97.98657718120806,2.2451469869927996,984.5589314845024,False,BC,Canada,RTO,2025-03-12,475.0,2025.0,1.0,TSXV,Mining,20250312.0,,,1187865.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02202,HMR.V,HMR,Homerun Resources Inc.,homerun resources,TSXV,,,,,,0,False,Operator,False,True,LATIN AMERICA,Brazil,1,1,False,False,False,,,47173303.85,77333285,0.61,25-100M,8590903.5,10071757.0,6765.0,6.0,0.1821136702088336,55.712936732766764,61.73913043478261,0.4627797316374962,1269.9044345898003,False,BC,Canada,,,,,,TSXV,Mining,,,,42502.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-01944,TUF.V,TUF,Honey Badger Silver Inc.,honey badger silver,TSXV,,,,,Silver | Lead | Zinc,3,True,Operator,False,False,CANADA,NT | NU | YT,1,3,True,False,False,,,116704307.52,162089316,0.72,100-500M,59154721.5,98847847.0,27263.0,6.0,0.5068769333116728,89.42398489140699,85.79234972677595,1.2880547127638684,2169.780343322452,False,ON,Canada,,,,,,TSXV,Mining,,,,1023561.0,,OTCQB,,,,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04834,HCH.V,HCH,Hot Chili Limited,hot chili,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA,Chile,1,1,False,False,False,,,388184845.44,202179607,1.92,100-500M,18690869.5,11353796.0,12746.0,6.0,0.0481494054174481,15.3918791312559,9.289617486338798,0.12235527894221097,1466.4105994037343,False,Australia,Australia/NZ/PNG,Other,2022-01-04,1638.0,2022.0,4.0,TSXV,Mining,20220104.0,,,1185566.0,ASX,OTCQX,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04714,IMC.V,IMC,Ibero Mining Corp.,ibero mining,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,UK/EUROPE,Portugal,1,1,False,False,False,,,2381220.75,95248830,0.025,<5M,,,,,,,,,,True,BC,Canada,Other,2021-04-21,1896.0,2021.0,5.0,TSXV,Mining,20210421.0,,,1184535.0,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
V-00265,ICM.V,ICM,Iconic Minerals Ltd.,iconic minerals,TSXV,,,,,Gold | Lithium,2,True,Operator,False,False,USA,NV,1,1,False,False,False,,,10216747.805,185759051,0.055,5-25M,12682916.0,70528414.0,17823.0,6.0,1.2413848557359002,99.33899905571295,98.99328859060402,3.154555886647799,711.6038826235763,False,BC,Canada,,,,,,TSXV,Mining,,,,15928.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-04942,IDEX.V,IDEX,IDEX Metals Corp.,idex metals,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,USA,ID,1,1,False,False,False,,,18657892.175,57408899,0.325,5-25M,5528648.5,13102492.0,3564.0,6.0,0.2963168855380096,73.37110481586402,81.54362416107382,0.7529882222003957,1551.2481762065097,False,BC,Canada,QT,2025-06-10,385.0,2025.0,1.0,TSXV,Mining,20250610.0,,,1186755.0,,,Y,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02960,IRI.V,IRI,IEMR Resources Inc.,iemr resources,TSXV,,,,,Copper,1,False,Operator,False,False,USA,NV,1,1,False,False,False,,,948071.41,94807141,0.01,<5M,1393.0,89420.0,15.0,4.0,0.0014692986048382,0.3777148253068933,1.0,0.0037337208857668443,92.86666666666666,True,China,Asia,QT,2010-07-02,5842.0,2010.0,16.0,TSXV,Mining,20100702.0,,,1119147.0,,,Y,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-03771,ILC.V,ILC,ILC Critical Minerals Ltd.,ilc critical minerals,TSXV,,,,,Lithium,1,False,Operator,False,False,CANADA,ON,1,1,True,False,False,,,5448065.08,272403254,0.02,5-25M,444476.5,20240792.0,896.0,6.0,0.0815842860673022,28.611898016997166,30.87248322147651,0.2073186157237278,496.06752232142856,False,BC,Canada,Other,2011-05-24,5516.0,2011.0,15.0,TSXV,Mining,20110524.0,,,1134376.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01330,ILI.V,ILI,Imagine Lithium Inc.,imagine lithium,TSXV,,,,,Lithium,1,False,Operator,False,False,CANADA,ON,1,1,True,False,False,,,5109420.45,340628030,0.015,5-25M,551525.5,22450679.0,1710.0,6.0,0.107942868549798,37.29933899905571,40.939597315436245,0.27429995607893704,322.5295321637427,False,BC,Canada,QT,2007-06-28,6942.0,2007.0,19.0,TSXV,Mining,20070628.0,,,1098024.0,,OTCQB,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00038,IMR.V,IMR,iMetal Resources Inc.,imetal resources,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,ON | QC,1,2,True,False,False,,,4036106.8,40361068,0.0999999999999999,<5M,1664666.5,15409450.0,1870.0,6.0,0.4124436201737774,82.81397544853635,89.0,1.0480846805225705,890.1959893048129,False,BC,Canada,,,,,,TSXV,Mining,,,,30196.0,,OTCQB,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00951,IPT.V,IPT,IMPACT Silver Corp.,impact silver,TSXV,,,,,Silver,1,False,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,103111673.91,349531098,0.295,100-500M,64906290.0,167926475.0,36112.0,6.0,0.6294756698126422,93.48441926345609,91.80327868852459,1.5995975547260022,1797.360711120957,False,BC,Canada,,,,,,TSXV,Mining,,,,25723.0,,OTCQB,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03917,IGO.V,IGO,Independence Gold Corp.,independence gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,BC | YT,1,2,True,False,False,,,26394785.2,263947852,0.0999999999999999,25-100M,4662845.0,45628491.0,3687.0,6.0,0.1766578119377914,53.4466477809254,56.52173913043478,0.44891553009990814,1264.671819907784,False,BC,Canada,,2011-12-29,5297.0,2011.0,15.0,TSXV,Mining,20111229.0,,,1153630.0,,OTCQB,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04428,IN.V,IN,Infield Minerals Corp.,infield minerals,TSXV,,,,,Gold,1,False,Operator,False,False,USA,NV | UT,1,2,False,False,False,,,4053670.005,73703091,0.055,<5M,527514.0,8968644.0,355.0,6.0,0.1301324477200506,44.00377714825307,62.5,0.3306871975297459,1485.9549295774648,False,BC,Canada,QT,2021-06-10,1846.0,2021.0,5.0,TSXV,Mining,20210610.0,,,1181079.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-04805,INFM.V,INFM,Infinico Metals Corp.,infinico metals,TSXV,,,,,Nickel,1,False,Operator,False,False,CANADA,QC,1,1,True,False,False,,,732534.79,5634883,0.13,<5M,90503.5,3694357.0,249.0,6.0,0.1235483982951854,42.492917847025495,61.5,0.31395608326230434,363.46787148594376,False,BC,Canada,IPO,2021-11-22,1681.0,2021.0,5.0,TSXV,Mining,20211122.0,,,1185555.0,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00210,INFI.V,INFI,Infinitum Copper Corp.,infinitum copper,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA | USA,Mexico | AZ,2,2,False,False,False,,,1041919.63,6128939,0.17,<5M,741047.5,6921288.0,805.0,6.0,0.7112328807933104,95.84513692162417,96.5,1.8073556000922661,920.555900621118,False,BC,Canada,RTO,2022-03-16,1567.0,2022.0,4.0,TSXV,Mining,20220316.0,,,1097782.0,,OTCQB,Y,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,2026-06-30,2026-07-31
V-04171,MINE.V,MINE,Inomin Mines Inc.,inomin mines,TSXV,,,,,Gold | Silver | Copper | Nickel,4,True,Operator,False,False,CANADA | LATIN AMERICA,BC | Mexico,2,2,True,False,False,,,5282137.94,55601452,0.095,5-25M,1138505.5,11983830.0,1370.0,6.0,0.2155387672439315,63.64494806421151,73.15436241610739,0.5477182067015697,831.0259124087592,False,BC,Canada,QT,2017-02-02,3435.0,2017.0,9.0,TSXV,Mining,20170202.0,,,1161935.0,,,Y,,,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,2026-06-30,2026-07-31
V-04384,ITR.V,ITR,Integra Resources Corp.,integra resources,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,USA,AZ | ID | NV,1,3,False,False,False,,,638734732.65,202772931,3.15,500M-2B,224494036.0,50503344.0,123319.0,6.0,0.3514667741154658,77.14825306893296,69.62025316455697,0.8931328396058112,1820.4334774041308,False,BC,Canada,Other,2017-11-07,3157.0,2017.0,9.0,TSXV,Mining,20171107.0,,,1180485.0,NYSE Mkt,,,Y,Y,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-01223,ICON.V,ICON,International Iconic Gold Exploration Corp.,international iconic gold exploration,TSXV,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA,Argentina,1,1,False,False,False,,,904952.76,15082546,0.06,<5M,117116.5,828167.0,399.0,6.0,0.1294172526751562,43.814919735599624,62.0,0.32886977344200347,293.5250626566416,False,BC,Canada,Other,2005-02-03,7817.0,2005.0,21.0,TSXV,Mining,20050203.0,,,1097884.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-00378,IMM.V,IMM,International Metals Mining Corp.,international metals mining,TSXV,,,,,Gold | Copper | Lithium,3,True,Operator,False,False,LATIN AMERICA,Brazil | Peru,1,2,False,False,False,,,1686878.475,22491713,0.075,<5M,75330.0,645204.0,87.0,6.0,0.0446564474657843,13.786591123701605,25.0,0.11347911856590118,865.8620689655172,False,BC,Canada,,,,,,TSXV,Mining,,,,30748.0,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03827,IZZ.V,IZZ,International Prospect Ventures Ltd.,international prospect ventures,TSXV,,,,,Gold,1,False,Operator,False,False,AUS/NZ/PNG | CANADA,Australia | ON | SK,2,3,True,False,False,,,2552425.47,72926442,0.035,<5M,169544.0,3892444.0,188.0,6.0,0.0664246623428342,22.757318224740324,37.5,0.16879560649059425,901.8297872340426,False,QC,Canada,Other,2011-07-15,5464.0,2011.0,15.0,TSXV,Mining,20110715.0,,,1135692.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,2026-06-30,2026-07-31
V-00992,IRO.V,IRO,Inter-Rock Minerals Inc.,inter rock minerals,TSXV,,,,,,0,False,Operator,False,True,USA,NV,1,1,False,False,False,,,22573315.44,21705111,1.04,5-25M,254947.5,244878.0,223.0,6.0,0.0112941982615558,2.4551463644948064,1.342281879194631,0.028700349812015205,1143.262331838565,False,ON,Canada,,,,,,TSXV,Mining,,,,1055264.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-01147,INTR.V,INTR,Intrepid Metals Corp.,intrepid metals,TSXV,,,,,Copper,1,False,Operator,False,False,USA,AZ,1,1,True,False,False,,,88352913.935,123570509,0.715,25-100M,32244307.5,46661789.0,14406.0,6.0,0.3649489990077937,78.9423984891407,86.95652173913044,0.9273933122567283,2238.255414410662,False,NV,USA,COB,2022-05-02,1520.0,2022.0,4.0,TSXV,Mining,20220502.0,,,17561.0,,OTCQB,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02607,IVS.V,IVS,Inventus Mining Corp.,inventus mining,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,ON,1,1,True,False,False,,,55260195.25,221040781,0.25,25-100M,3963339.5,14610587.0,2816.0,6.0,0.0717214168728439,24.740321057601513,23.47826086956522,0.1822555001775245,1407.4359019886365,False,ON,Canada,Other,2007-09-05,6873.0,2007.0,19.0,TSXV,Mining,20070905.0,,,1114355.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01146,IZN.V,IZN,InZinc Mining Ltd.,inzinc mining,TSXV,,,,,Silver | Copper | Lead | Zinc,4,True,Royalty/Streamer,True,False,CANADA,BC,1,1,True,False,False,,,7742052.12,140764584,0.055,5-25M,387499.5,6263137.0,518.0,6.0,0.0500512647026716,16.24173748819641,16.778523489932887,0.1271882051504343,748.0685328185328,False,BC,Canada,,,,,,TSXV,Mining,,,,1004693.0,,,,,,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
