ticker_full,co_id,name,board,mcap,isin,cusip,sedar_issuer_no,former_names,stage,incorporation_jurisdiction
COS.V,V-05003,Coniagas Battery Metals Inc.,TSXV,1891755.03,,,,,,
JDN.V,V-01558,Jayden Resources Inc.,TSXV,1872571.2,,,,,,
GDX.V,V-00836,Goldex Resources Corporation,TSXV,1820649.71,,,,,,
OWN.V,V-04752,Rex Resources Corp.,TSXV,1817309.5,,,,,,
GRI.V,V-02474,Galore Resources Inc.,TSXV,1773006.69,,,,,,
ENEV.V,V-01517,Enerev5 Metals Inc.,TSXV,1715484.205,,,,,,
STW.V,V-03991,Stockworks Gold Inc.,TSXV,1707176.495,,,,,,
GEMC.V,V-04330,Global Energy Metals Corporation,TSXV,1689303.175,,,,,,
WEC.V,V-04724,Winchester Equity Corporation,TSXV,1686957.81,,,,,,
IMM.V,V-00378,International Metals Mining Corp.,TSXV,1686878.475,,,,,,
GSS.V,V-00847,Gossan Resources Limited,TSXV,1686486.775,,,,,,
DMI.V,V-00551,Diamcor Mining Inc.,TSXV,1686389.37,,,,,,
PBM.V,V-00463,Pacific Bay Minerals Ltd.,TSXV,1641041.325,,,,,,
DTWO.V,V-00525,D2 Lithium Corp.,TSXV,1630431.18,,,,,,
BRON.V,V-01816,Bronco Resources Corp.,TSXV,1618731.765,,,,,,
RRRL.V,V-5073,River Road Resources Ltd.,TSXV,1607666.76,,,,,,
QRO.V,V-02006,Quadro Resources Ltd.,TSXV,1607663.79,,,,,,
RES.V,V-04110,Auric Resources Corp.,TSXV,1576150.345,,,,,,
GHL.V,V-01197,Goldhills Holding Ltd.,TSXV,1572600.3,,,,,,
BNZ.V,V-04354,Bonanza Mining Corporation,TSXV,1543884.29,,,,,,
PDQ.V,V-03803,Paradigm Gold Corporation,TSXV,1494431.155,,,,,,
TRAN.V,V-00822,Clean Energy Transition Inc.,TSXV,1461034.75,,,,,,
VCV.V,V-02826,Vatic Ventures Corp.,TSXV,1447298.79,,,,,,
MDM.V,V-01257,Madoro Metals Corp.,TSXV,1400950.74,,,,,,
TRS.V,V-02004,Tres-Or Resources Ltd.,TSXV,1387862.465,,,,,,
BARK.V,V-03705,Black Spruce Exploration Inc.,TSXV,1381518.55,,,,,,
CLUS.V,V-04909,Colossus Resources Corp.,TSXV,1367973.75,,,,,,
LWR.V,V-03816,Lake Winn Resources Corp.,TSXV,1367923.35,,,,,,
EDDY.V,V-03851,Edison Lithium Corp.,TSXV,1355763.735,,,,,,
VGN.V,V-00869,Greencastle Resources Ltd.,TSXV,1327766.775,,,,,,
MILE.V,V-5109,Twenty Mile Metals Inc.,TSXV,1326000.0,,,,,,
XPLR.V,V-04378,Xplore Resources Corp.,TSXV,1315037.625,,,,,,
ARL.V,V-04904,Aurum Lake Mining Corporation,TSXV,1286037.5,,,,,,
MMN.V,V-01455,Monarca Minerals Inc.,TSXV,1265546.06,,,,,,
RTE.V,V-04408,Route 109 Resources Inc.,TSXV,1256991.675,,,,,,
EGR.V,V-03631,EGR Exploration Ltd.,TSXV,1250976.06,,,,,,
PPM.V,V-01480,Pacific Imperial Mines Inc.,TSXV,1241405.61,,,,,,
CCB.V,V-02047,Canada Carbon Inc.,TSXV,1211407.56,,,,,,
BLDS.V,V-03143,Badlands Resources Inc.,TSXV,1163032.92,,,,,,
LALI.V,V-04232,LatAm Lithium Corp.,TSXV,1159885.285,,,,,,
ETU.V,V-04681,E2Gold Inc.,TSXV,1147521.835,,,,,,
JADE.V,V-01216,Jade Leader Corp.,TSXV,1120609.395,,,,,,
DG.V,V-03926,Dixie Gold Inc.,TSXV,1110801.58,,,,,,
BWR.V,V-04113,BWR Exploration Inc.,TSXV,1105104.61,,,,,,
FTJ.V,V-00177,Fort St. James Nickel Corp.,TSXV,1049930.48,,,,,,
INFI.V,V-00210,Infinitum Copper Corp.,TSXV,1041919.63,,,,,,
OPTG.V,V-04329,Optegra Ventures Inc.,TSXV,1037380.205,,,,,,
HANS.V,V-04556,Hanstone Gold Corp.,TSXV,1033862.5,,,,,,
TR.V,V-04463,Troubadour Resources Inc.,TSXV,1015994.265,,,,,,
ESXR.V,V-5078,Essex Resources Corp.,TSXV,1015875.0,,,,,,
LKY.V,V-02988,Lucky Minerals Inc.,TSXV,1011271.35,,,,,,
PWRO.V,V-04998,Power One Resources Corp.,TSXV,996557.76,,,,,,
NUG.V,V-03694,Nulegacy Gold Corporation,TSXV,969857.495,,,,,,
IRI.V,V-02960,IEMR Resources Inc.,TSXV,948071.41,,,,,,
FUSE.V,V-02165,Fuse Battery Metals Inc.,TSXV,940743.625,,,,,,
BST.V,V-02605,Bessor Minerals Inc.,TSXV,938568.69,,,,,,
CUCU.V,V-02157,Global Copper Corp.,TSXV,906454.76,,,,,,
ICON.V,V-01223,International Iconic Gold Exploration Corp.,TSXV,904952.76,,,,,,
AORO.V,V-02776,Aloro Mining Corp.,TSXV,865938.945,,,,,,
NED.V,V-03718,New Destiny Mining Corp.,TSXV,791198.415,,,,,,
GOFL.V,V-02034,Goldflare Exploration Inc.,TSXV,789091.15,,,,,,
AVR.V,V-04792,Avaron Mining Corp.,TSXV,752324.85,,,,,,
INFM.V,V-04805,Infinico Metals Corp.,TSXV,732534.79,,,,,,
GER.V,V-01436,Glen Eagle Resources Inc.,TSXV,729009.925,,,,,,
HAWK.V,V-00905,Hawkeye Gold & Diamond Inc.,TSXV,689037.885,,,,,,
ABC.V,V-00048,Absolutely Critical Resources Corp.,TSXV,674202.22,,,,,,
DCY.V,V-00562,Discovery-Corp Enterprises Inc.,TSXV,673354.8,,,,,,
VAX.V,V-02083,Vantex Resources Ltd.,TSXV,601153.875,,,,,,
NTB.V,V-01172,New Tymbal Resources Ltd.,TSXV,358839.66,,,,,,
PWH.V,V-04887,Purewave Hydrogen Corp.,TSXV,356730.0,,,,,,
EON.V,V-01739,EON Lithium Corp.,TSXV,347557.14,,,,,,
RTM.V,V-03846,RT Minerals Corp.,TSXV,286579.375,,,,,,
AVX.V,V-02342,Altair Resources Inc.,TSXV,286333.12,,,,,,
PGP.V,V-03154,Power Group Projects Corp.,TSXV,254340.855,,,,,,
WMS.V,V-04797,Western Metallica Resources Corp.,TSXV,253085.97,,,,,,
SML.V,V-03770,Southstone Minerals Limited,TSXV,160209.44,,,,,,
JHC.V,V-03129,Jinhua Capital Corporation,TSXV,152597.975,,,,,,
